"Artist","BookName","SourcePath","HasFolder","HasPDFs","Status"
"ACDC","ACDC - Anthology","C:\Work\AWSMusic\SheetMusic\ACDC\Books\ACDC - Anthology.pdf","False","False","Missing"
"Adele","Adele - 19 [PVG Book]","C:\Work\AWSMusic\SheetMusic\Adele\Books\Adele - 19 [PVG Book].pdf","False","False","Missing"
"Aerosmith","Aerosmith - Greatest Hits (Songbook)","C:\Work\AWSMusic\SheetMusic\Aerosmith\Books\Aerosmith - Greatest Hits (Songbook).pdf","False","False","Missing"
"Allman Brothers","Allman Brothers - Allman Brothers Band [PVG]","C:\Work\AWSMusic\SheetMusic\Allman Brothers\Books\Allman Brothers - Allman Brothers Band [PVG].pdf","False","False","Missing"
"Allman Brothers","Allman Brothers - Band Best [Score]","C:\Work\AWSMusic\SheetMusic\Allman Brothers\Books\Allman Brothers - Band Best [Score].pdf","False","False","Missing"
"Allman Brothers","Allman Brothers - Best Of [PVG]","C:\Work\AWSMusic\SheetMusic\Allman Brothers\Books\Allman Brothers - Best Of [PVG].pdf","False","False","Missing"
"America","America - America [PVG Book]","C:\Work\AWSMusic\SheetMusic\America\Books\America - America [PVG Book].pdf","False","False","Missing"
"America","America - Greatest Hits [Book]","C:\Work\AWSMusic\SheetMusic\America\Books\America - Greatest Hits [Book] .pdf","True","False","Empty"
"America","America - Greatest Hits","C:\Work\AWSMusic\SheetMusic\America\Books\America - Greatest Hits.pdf","False","False","Missing"
"Asia","Asia - Alpha [PVG Book]","C:\Work\AWSMusic\SheetMusic\Asia\Books\Asia - Alpha [PVG Book].pdf","False","False","Missing"
"Avril Lavigne","Avril Lavigne - The Best Damn Thing [PVG Book]","C:\Work\AWSMusic\SheetMusic\Avril Lavigne\Books\Avril Lavigne - The Best Damn Thing [PVG Book].pdf","False","False","Missing"
"Barry Manilow","Barry Manilow - Anthology","C:\Work\AWSMusic\SheetMusic\Barry Manilow\Books\Barry Manilow - Anthology.pdf","False","False","Missing"
"Barry Manilow","Barry Manilow - Barry Manilow [PVG Book]","C:\Work\AWSMusic\SheetMusic\Barry Manilow\Books\Barry Manilow - Barry Manilow [PVG Book].pdf","False","False","Missing"
"Beatles","Beatles - 100 Hits for All Keyboards","C:\Work\AWSMusic\SheetMusic\Beatles\Books\Beatles - 100 Hits for All Keyboards.pdf","False","False","Missing"
"Beatles","Beatles - Abbey Road Guitar Recorded Version","C:\Work\AWSMusic\SheetMusic\Beatles\Books\Beatles - Abbey Road Guitar Recorded Version.pdf","False","False","Missing"
"Beatles","Beatles - Abbey Road","C:\Work\AWSMusic\SheetMusic\Beatles\Books\Beatles - Abbey Road.pdf","False","False","Missing"
"Beatles","Beatles - All Songs 1962-1974","C:\Work\AWSMusic\SheetMusic\Beatles\Books\Beatles - All Songs 1962-1974.pdf","False","False","Missing"
"Beatles","Beatles - Anthology 1 (113 pages)","C:\Work\AWSMusic\SheetMusic\Beatles\Books\Beatles - Anthology 1 (113 pages).pdf","False","False","Missing"
"Beatles","Beatles - Anthology 1","C:\Work\AWSMusic\SheetMusic\Beatles\Books\Beatles - Anthology 1.pdf","False","False","Missing"
"Beatles","Beatles - Anthology 2 (page 01 - 40)","C:\Work\AWSMusic\SheetMusic\Beatles\Books\Beatles - Anthology 2 (page 01 - 40).pdf","False","False","Missing"
"Beatles","Beatles - Anthology 2 (page 41 -72)","C:\Work\AWSMusic\SheetMusic\Beatles\Books\Beatles - Anthology 2 (page 41 -72).pdf","False","False","Missing"
"Beatles","Beatles - Anthology 2 (page 73 -112)","C:\Work\AWSMusic\SheetMusic\Beatles\Books\Beatles - Anthology 2 (page 73 -112).pdf","False","False","Missing"
"Beatles","Beatles - Anthology 3 (page 01 - 36)","C:\Work\AWSMusic\SheetMusic\Beatles\Books\Beatles - Anthology 3 (page 01 - 36).pdf","False","False","Missing"
"Beatles","Beatles - Anthology 3 (page 37 - 79","C:\Work\AWSMusic\SheetMusic\Beatles\Books\Beatles - Anthology 3 (page 37 - 79.pdf","False","False","Missing"
"Beatles","Beatles - Anthology 3 (page 80 - 111)","C:\Work\AWSMusic\SheetMusic\Beatles\Books\Beatles - Anthology 3 (page 80 - 111).pdf","False","False","Missing"
"Beatles","Beatles - Anthology","C:\Work\AWSMusic\SheetMusic\Beatles\Books\Beatles - Anthology.pdf","False","False","Missing"
"Beatles","Beatles - Beatlemania 1963-1966","C:\Work\AWSMusic\SheetMusic\Beatles\Books\Beatles - Beatlemania 1963-1966.pdf","False","False","Missing"
"Beatles","Beatles - Complete Scores (2)","C:\Work\AWSMusic\SheetMusic\Beatles\Books\Beatles - Complete Scores (2).pdf","False","False","Missing"
"Beatles","Beatles - Complete Scores","C:\Work\AWSMusic\SheetMusic\Beatles\Books\Beatles - Complete Scores.pdf","False","False","Missing"
"Beatles","Beatles - Essential Songs","C:\Work\AWSMusic\SheetMusic\Beatles\Books\Beatles - Essential Songs.pdf","False","False","Missing"
"Beatles","Beatles - Fake Songbook (Guitar)","C:\Work\AWSMusic\SheetMusic\Beatles\Books\Beatles - Fake Songbook (Guitar).pdf","False","False","Missing"
"Beatles","Beatles - Joy Of Beatles","C:\Work\AWSMusic\SheetMusic\Beatles\Books\Beatles - Joy Of Beatles.pdf","False","False","Missing"
"Beatles","Beatles - Live At the Hollywood Bowl (2)","C:\Work\AWSMusic\SheetMusic\Beatles\Books\Beatles - Live At the Hollywood Bowl (2).pdf","False","False","Missing"
"Beatles","Beatles - Live at the Hollywood Bowl","C:\Work\AWSMusic\SheetMusic\Beatles\Books\Beatles - Live at the Hollywood Bowl.pdf","False","False","Missing"
"Beatles","Beatles - Revolver (2)","C:\Work\AWSMusic\SheetMusic\Beatles\Books\Beatles - Revolver (2).pdf","False","False","Missing"
"Beatles","Beatles - Revolver","C:\Work\AWSMusic\SheetMusic\Beatles\Books\Beatles - Revolver.pdf","False","False","Missing"
"Beatles","Beatles - Rubber Soul","C:\Work\AWSMusic\SheetMusic\Beatles\Books\Beatles - Rubber Soul.pdf","False","False","Missing"
"Beatles","Beatles - Sergeant Pepper's Lonely Hearts Club Band","C:\Work\AWSMusic\SheetMusic\Beatles\Books\Beatles - Sergeant Pepper's Lonely Hearts Club Band.pdf","False","False","Missing"
"Beatles","Beatles - Singles Collection [PVG]","C:\Work\AWSMusic\SheetMusic\Beatles\Books\Beatles - Singles Collection [PVG].pdf","False","False","Missing"
"Beatles","Beatles - Songbook","C:\Work\AWSMusic\SheetMusic\Beatles\Books\Beatles - Songbook.pdf","False","False","Missing"
"Beatles","Beatles - White Album 1  (Guitar Recorded Version)","C:\Work\AWSMusic\SheetMusic\Beatles\Books\Beatles - White Album 1  (Guitar Recorded Version).pdf","False","False","Missing"
"Bee Gees","Bee Gees - Anthology","C:\Work\AWSMusic\SheetMusic\Bee Gees\Books\Bee Gees - Anthology.pdf","False","False","Missing"
"Belinda Carlisle","Belinda Carlisle - 5 Of The Best [PVG]","C:\Work\AWSMusic\SheetMusic\Belinda Carlisle\Books\Belinda Carlisle - 5 Of The Best [PVG].pdf","False","False","Missing"
"Ben Folds","Ben Folds - Rockin' The Suburbs [Book]","C:\Work\AWSMusic\SheetMusic\Ben Folds\Books\Ben Folds - Rockin' The Suburbs [Book].pdf","True","False","Empty"
"Ben Folds","Ben Folds - Songs for Silverman","C:\Work\AWSMusic\SheetMusic\Ben Folds\Books\Ben Folds - Songs for Silverman.pdf","False","False","Missing"
"Ben Folds","Ben Folds - Songs For The Silverman","C:\Work\AWSMusic\SheetMusic\Ben Folds\Books\Ben Folds - Songs For The Silverman.pdf","False","False","Missing"
"Ben Folds","Ben Folds Five - Rockin' the Suburbs","C:\Work\AWSMusic\SheetMusic\Ben Folds\Books\Ben Folds Five - Rockin' the Suburbs.pdf","True","True","Complete"
"Ben Folds","Ben Folds Five - Selections From Naked Baby Photos [Score]","C:\Work\AWSMusic\SheetMusic\Ben Folds\Books\Ben Folds Five - Selections From Naked Baby Photos [Score].pdf","True","False","Empty"
"Ben Folds","Ben Folds Five - Whatever and Ever Amen [Book]","C:\Work\AWSMusic\SheetMusic\Ben Folds\Books\Ben Folds Five - Whatever and Ever Amen [Book].pdf","True","False","Empty"
"Billy Joel","Billy Joel - 52nd Street","C:\Work\AWSMusic\SheetMusic\Billy Joel\Books\Billy Joel - 52nd Street.pdf","False","False","Missing"
"Billy Joel","Billy Joel - Anthology","C:\Work\AWSMusic\SheetMusic\Billy Joel\Books\Billy Joel - Anthology.pdf","False","False","Missing"
"Billy Joel","Billy Joel - Best Of Piano Solos","C:\Work\AWSMusic\SheetMusic\Billy Joel\Books\Billy Joel - Best Of Piano Solos.pdf","False","False","Missing"
"Billy Joel","Billy Joel - Complete Vol  1","C:\Work\AWSMusic\SheetMusic\Billy Joel\Books\Billy Joel - Complete Vol  1.pdf","False","False","Missing"
"Billy Joel","Billy Joel - Complete Vol 2","C:\Work\AWSMusic\SheetMusic\Billy Joel\Books\Billy Joel - Complete Vol 2.pdf","False","False","Missing"
"Billy Joel","Billy Joel - Fantasies & Delusions","C:\Work\AWSMusic\SheetMusic\Billy Joel\Books\Billy Joel - Fantasies & Delusions.pdf","False","False","Missing"
"Billy Joel","Billy Joel - For Advanced Piano","C:\Work\AWSMusic\SheetMusic\Billy Joel\Books\Billy Joel - For Advanced Piano.pdf","False","False","Missing"
"Billy Joel","Billy Joel - Glass Houses","C:\Work\AWSMusic\SheetMusic\Billy Joel\Books\Billy Joel - Glass Houses.pdf","False","False","Missing"
"Billy Joel","Billy Joel - Greatest Hits Vol I and II","C:\Work\AWSMusic\SheetMusic\Billy Joel\Books\Billy Joel - Greatest Hits Vol I and II.pdf","False","False","Missing"
"Billy Joel","Billy Joel - Greatest Hits Vol III","C:\Work\AWSMusic\SheetMusic\Billy Joel\Books\Billy Joel - Greatest Hits Vol III.pdf","False","False","Missing"
"Billy Joel","Billy Joel - Greatest Hits","C:\Work\AWSMusic\SheetMusic\Billy Joel\Books\Billy Joel - Greatest Hits.pdf","False","False","Missing"
"Billy Joel","Billy Joel - Keyboard Book","C:\Work\AWSMusic\SheetMusic\Billy Joel\Books\Billy Joel - Keyboard Book.pdf","False","False","Missing"
"Billy Joel","Billy Joel - My Lives","C:\Work\AWSMusic\SheetMusic\Billy Joel\Books\Billy Joel - My Lives.pdf","False","False","Missing"
"Billy Joel","Billy Joel - Rock Score","C:\Work\AWSMusic\SheetMusic\Billy Joel\Books\Billy Joel - Rock Score.pdf","False","False","Missing"
"Billy Joel","Billy Joel - Songs in the Attic","C:\Work\AWSMusic\SheetMusic\Billy Joel\Books\Billy Joel - Songs in the Attic.pdf","False","False","Missing"
"Billy Joel","Billy Joel - Turnstiles","C:\Work\AWSMusic\SheetMusic\Billy Joel\Books\Billy Joel - Turnstiles.pdf","True","True","Complete"
"Billy Joel","Billy Joel Greatest Hits Vols 1 and 2","C:\Work\AWSMusic\SheetMusic\Billy Joel\Books\Billy Joel Greatest Hits Vols 1 and 2.pdf","True","True","Complete"
"Billy Ocean","Billy Ocean - The Best Of","C:\Work\AWSMusic\SheetMusic\Billy Ocean\Books\Billy Ocean - The Best Of.pdf","False","False","Missing"
"Black Eyed Peas","Black Eyed Peas - Elephunk [PVG Book]","C:\Work\AWSMusic\SheetMusic\Black Eyed Peas\Books\Black Eyed Peas - Elephunk [PVG Book].pdf","False","False","Missing"
"Blues Brothers","Blues Brothers - Complete","C:\Work\AWSMusic\SheetMusic\Blues Brothers\Books\Blues Brothers - Complete.pdf","False","False","Missing"
"Bob Dylan","Bob Dylan - Anthology 1","C:\Work\AWSMusic\SheetMusic\Bob Dylan\Books\Bob Dylan - Anthology 1.pdf","False","False","Missing"
"Bob Dylan","Bob Dylan - Anthology 2","C:\Work\AWSMusic\SheetMusic\Bob Dylan\Books\Bob Dylan - Anthology 2.pdf","False","False","Missing"
"Bob Dylan","Bob Dylan - Anthology","C:\Work\AWSMusic\SheetMusic\Bob Dylan\Books\Bob Dylan - Anthology.pdf","False","False","Missing"
"Bob Dylan","Bob Dylan - Basement Tapes [PVG]","C:\Work\AWSMusic\SheetMusic\Bob Dylan\Books\Bob Dylan - Basement Tapes [PVG].pdf","False","False","Missing"
"Bob Dylan","Bob Dylan - Blonde On Blonde","C:\Work\AWSMusic\SheetMusic\Bob Dylan\Books\Bob Dylan - Blonde On Blonde.pdf","False","False","Missing"
"Bob Dylan","Bob Dylan - Collection","C:\Work\AWSMusic\SheetMusic\Bob Dylan\Books\Bob Dylan - Collection.pdf","False","False","Missing"
"Bob Dylan","Bob Dylan - Desire","C:\Work\AWSMusic\SheetMusic\Bob Dylan\Books\Bob Dylan - Desire.pdf","False","False","Missing"
"Bob Dylan","Bob Dylan - Finger Picking","C:\Work\AWSMusic\SheetMusic\Bob Dylan\Books\Bob Dylan - Finger Picking.pdf","False","False","Missing"
"Bob Dylan","Bob Dylan - Highway 61 Revisited","C:\Work\AWSMusic\SheetMusic\Bob Dylan\Books\Bob Dylan - Highway 61 Revisited.pdf","False","False","Missing"
"Bob Dylan","Bob Dylan - Nashville Skyline","C:\Work\AWSMusic\SheetMusic\Bob Dylan\Books\Bob Dylan - Nashville Skyline.pdf","True","True","Complete"
"Bob Dylan","Bob Dylan - Rock Score","C:\Work\AWSMusic\SheetMusic\Bob Dylan\Books\Bob Dylan - Rock Score.pdf","False","False","Missing"
"Bob Dylan","Bob Dylan - Saved","C:\Work\AWSMusic\SheetMusic\Bob Dylan\Books\Bob Dylan - Saved.pdf","False","False","Missing"
"Bob Dylan","Bob Dylan - Songbook","C:\Work\AWSMusic\SheetMusic\Bob Dylan\Books\Bob Dylan - Songbook.pdf","False","False","Missing"
"Bob Dylan","Bob Dylan - The Harp Styles of Bob Dylan [Harmonica]","C:\Work\AWSMusic\SheetMusic\Bob Dylan\Books\Bob Dylan - The Harp Styles of Bob Dylan [Harmonica].pdf","False","False","Missing"
"Bob Seger","Bob Seger - Greatest Hits","C:\Work\AWSMusic\SheetMusic\Bob Seger\Books\Bob Seger - Greatest Hits.pdf","False","False","Missing"
"Bob Seger","Bob Seger - The New Best Of Bob Seger","C:\Work\AWSMusic\SheetMusic\Bob Seger\Books\Bob Seger - The New Best Of Bob Seger.pdf","False","False","Missing"
"Bon Jovi","Bon Jovi - Best of Bon Jovi","C:\Work\AWSMusic\SheetMusic\Bon Jovi\Books\Bon Jovi - Best of Bon Jovi.pdf","False","False","Missing"
"Bonnie Raitt","Bonnie Raitt - Nick Of Time [PVG Book]","C:\Work\AWSMusic\SheetMusic\Bonnie Raitt\Books\Bonnie Raitt - Nick Of Time [PVG Book].pdf","True","False","Empty"
"Bonnie Raitt","Bonnie Raitt - Road Tested [PVG Book]","C:\Work\AWSMusic\SheetMusic\Bonnie Raitt\Books\Bonnie Raitt - Road Tested [PVG Book].pdf","False","False","Missing"
"Bonnie Tyler","Bonnie Tyler - Hot Songs","C:\Work\AWSMusic\SheetMusic\Bonnie Tyler\Books\Bonnie Tyler - Hot Songs.pdf","False","False","Missing"
"Bread","Bread - Best of Bread","C:\Work\AWSMusic\SheetMusic\Bread\Books\Bread - Best of Bread.pdf","False","False","Missing"
"Bruce Springsteen","Bruce Springsteen - Born In The USA","C:\Work\AWSMusic\SheetMusic\Bruce Springsteen\Books\Bruce Springsteen - Born In The USA.pdf","False","False","Missing"
"Bruce Springsteen","Bruce Springsteen - Born To Run","C:\Work\AWSMusic\SheetMusic\Bruce Springsteen\Books\Bruce Springsteen - Born To Run.pdf","False","False","Missing"
"Bruce Springsteen","Bruce Springsteen - Greatest Hits","C:\Work\AWSMusic\SheetMusic\Bruce Springsteen\Books\Bruce Springsteen - Greatest Hits.pdf","False","False","Missing"
"Bruce Springsteen","Bruce Springsteen - Lucky Town","C:\Work\AWSMusic\SheetMusic\Bruce Springsteen\Books\Bruce Springsteen - Lucky Town.pdf","False","False","Missing"
"Buddy Holly","Buddy Holly - Golden Anniversary Songbook","C:\Work\AWSMusic\SheetMusic\Buddy Holly\Books\Buddy Holly - Golden Anniversary Songbook.pdf","False","False","Missing"
"Burl Ives","Burl Ives - Song Book","C:\Work\AWSMusic\SheetMusic\Burl Ives\Books\Burl Ives - Song Book.pdf","False","False","Missing"
"Burt Bacharach","Burt Bacharach - 40 Golden Songs Of","C:\Work\AWSMusic\SheetMusic\Burt Bacharach\Books\Burt Bacharach - 40 Golden Songs Of.pdf","False","False","Missing"
"Burt Bacharach","Burt Bacharach - Anthology","C:\Work\AWSMusic\SheetMusic\Burt Bacharach\Books\Burt Bacharach - Anthology.pdf","False","False","Missing"
"Burt Bacharach","Burt Bacharach - Bacharach Collection","C:\Work\AWSMusic\SheetMusic\Burt Bacharach\Books\Burt Bacharach - Bacharach Collection.pdf","False","False","Missing"
"Carole King","Carole King - Bradley's Best Of The Best (Organ)","C:\Work\AWSMusic\SheetMusic\Carole King\Books\Carole King - Bradley's Best Of The Best (Organ).pdf","False","False","Missing"
"Carole King","Carole King - Classics (2)","C:\Work\AWSMusic\SheetMusic\Carole King\Books\Carole King - Classics (2).pdf","False","False","Missing"
"Carole King","Carole King - Classics (3)","C:\Work\AWSMusic\SheetMusic\Carole King\Books\Carole King - Classics (3).pdf","False","False","Missing"
"Carole King","Carole King - Classics","C:\Work\AWSMusic\SheetMusic\Carole King\Books\Carole King - Classics.pdf","False","False","Missing"
"Carole King","Carole King - Keyboard Play-Along Vol 22","C:\Work\AWSMusic\SheetMusic\Carole King\Books\Carole King - Keyboard Play-Along Vol 22.pdf","False","False","Missing"
"Carole King","Carole King - Tapestry","C:\Work\AWSMusic\SheetMusic\Carole King\Books\Carole King - Tapestry.pdf","False","False","Missing"
"Carole King","Carole King - The New Best Of Carole King","C:\Work\AWSMusic\SheetMusic\Carole King\Books\Carole King - The New Best Of Carole King.pdf","False","False","Missing"
"Carole King","Carole King - You're The Voice","C:\Work\AWSMusic\SheetMusic\Carole King\Books\Carole King - You're The Voice.pdf","False","False","Missing"
"Carpenters","Carpenters - Anthology","C:\Work\AWSMusic\SheetMusic\Carpenters\Books\Carpenters - Anthology.pdf","False","False","Missing"
"Carpenters","Carpenters - Love Songs","C:\Work\AWSMusic\SheetMusic\Carpenters\Books\Carpenters - Love Songs.pdf","False","False","Missing"
"Carpenters","Carpenters - Note For Note","C:\Work\AWSMusic\SheetMusic\Carpenters\Books\Carpenters - Note For Note.pdf","False","False","Missing"
"Cheap Trick","Cheap Trick - Greatest Hits [Score]","C:\Work\AWSMusic\SheetMusic\Cheap Trick\Books\Cheap Trick - Greatest Hits [Score].pdf","True","False","Empty"
"Colbie Caillat","Colbie Caillat - Breakthrough [PVG Book]","C:\Work\AWSMusic\SheetMusic\Colbie Caillat\Books\Colbie Caillat - Breakthrough [PVG Book].pdf","False","False","Missing"
"Cole Porter","Cole Porter - The Very Best Of Cole Porter","C:\Work\AWSMusic\SheetMusic\Cole Porter\Books\Cole Porter - The Very Best Of Cole Porter.pdf","False","False","Missing"
"Cream","Cream - Cream Complete","C:\Work\AWSMusic\SheetMusic\Cream\Books\Cream - Cream Complete.pdf","False","False","Missing"
"Creedence Clearwater Revival","Creedence Clearwater Revival - 8 Pcs Book","C:\Work\AWSMusic\SheetMusic\Creedence Clearwater Revival\Books\Creedence Clearwater Revival - 8 Pcs Book.pdf","False","False","Missing"
"Creedence Clearwater Revival","Creedence Clearwater Revival - Best Of","C:\Work\AWSMusic\SheetMusic\Creedence Clearwater Revival\Books\Creedence Clearwater Revival - Best Of.pdf","False","False","Missing"
"Creedence Clearwater Revival","Creedence Clearwater Revival - Guitar Anthology","C:\Work\AWSMusic\SheetMusic\Creedence Clearwater Revival\Books\Creedence Clearwater Revival - Guitar Anthology.pdf","False","False","Missing"
"Creedence Clearwater Revival","Creedence Clearwater Revival - Guitar Tab Book","C:\Work\AWSMusic\SheetMusic\Creedence Clearwater Revival\Books\Creedence Clearwater Revival - Guitar Tab Book.pdf","True","True","Complete"
"Creedence Clearwater Revival","Creedence Clearwater Revival - Ultimate Minus One","C:\Work\AWSMusic\SheetMusic\Creedence Clearwater Revival\Books\Creedence Clearwater Revival - Ultimate Minus One.pdf","False","False","Missing"
"Crosby Stills and Nash","Crosby Stills Nash & Young - Deja Vu [PVG Book]","C:\Work\AWSMusic\SheetMusic\Crosby Stills and Nash\Books\Crosby Stills Nash & Young - Deja Vu [PVG Book].pdf","True","False","Empty"
"Crosby Stills and Nash","Crosby, Stills, Nash & Young - The Guitar Collection","C:\Work\AWSMusic\SheetMusic\Crosby Stills and Nash\Books\Crosby, Stills, Nash & Young - The Guitar Collection.pdf","False","False","Missing"
"Crowded House","Crowded House - The Very Best Of [PVG Book]","C:\Work\AWSMusic\SheetMusic\Crowded House\Books\Crowded House - The Very Best Of [PVG Book].pdf","False","False","Missing"
"Crowded House","Crowded House - Together Alone [PVG Book]","C:\Work\AWSMusic\SheetMusic\Crowded House\Books\Crowded House - Together Alone [PVG Book].pdf","False","False","Missing"
"David Crosby","David Crosby - Songbook [Lead Sheets]","C:\Work\AWSMusic\SheetMusic\David Crosby\Books\David Crosby - Songbook [Lead Sheets].pdf","True","False","Empty"
"Dire Straits","Dire Straits -  Brothers In Arms","C:\Work\AWSMusic\SheetMusic\Dire Straits\Books\Dire Straits -  Brothers In Arms.pdf","False","False","Missing"
"Dire Straits","Dire Straits - Best Of Dire Straits [Guitar Tab]","C:\Work\AWSMusic\SheetMusic\Dire Straits\Books\Dire Straits - Best Of Dire Straits [Guitar Tab].pdf","False","False","Missing"
"Dire Straits","Dire Straits - Jam with Dire Straits [Guitar Book]","C:\Work\AWSMusic\SheetMusic\Dire Straits\Books\Dire Straits - Jam with Dire Straits [Guitar Book].pdf","False","False","Missing"
"Dire Straits","Dire Straits - Mark Knopfler Guitar Styles Vol 1 [Guitar Book]","C:\Work\AWSMusic\SheetMusic\Dire Straits\Books\Dire Straits - Mark Knopfler Guitar Styles Vol 1 [Guitar Book].pdf","False","False","Missing"
"Dire Straits","Dire Straits - Money For Nothing [Guitar Book]","C:\Work\AWSMusic\SheetMusic\Dire Straits\Books\Dire Straits - Money For Nothing [Guitar Book].pdf","True","False","Empty"
"Don Henley","Don Henley - Actual Miles (Greatest Hits)","C:\Work\AWSMusic\SheetMusic\Don Henley\Books\Don Henley - Actual Miles (Greatest Hits).pdf","True","True","Complete"
"Don Henley","Don Henley - The End Of The Innocence [PVG Book]","C:\Work\AWSMusic\SheetMusic\Don Henley\Books\Don Henley - The End Of The Innocence [PVG Book].pdf","False","False","Missing"
"Doobie Brothers","Doobie Brothers - Best Of [Band Score Jap]","C:\Work\AWSMusic\SheetMusic\Doobie Brothers\Books\Doobie Brothers - Best Of [Band Score Jap].pdf","False","False","Missing"
"Doobie Brothers","Doobie Brothers - Songs","C:\Work\AWSMusic\SheetMusic\Doobie Brothers\Books\Doobie Brothers - Songs.pdf","False","False","Missing"
"Doors","Doors - Anthology","C:\Work\AWSMusic\SheetMusic\Doors\Books\Doors - Anthology.pdf","False","False","Missing"
"Doors","Doors - Songbook","C:\Work\AWSMusic\SheetMusic\Doors\Books\Doors - Songbook.pdf","False","False","Missing"
"Dr John","Dr John - New Orleans Piano Vol 2","C:\Work\AWSMusic\SheetMusic\Dr John\Books\Dr John - New Orleans Piano Vol 2.pdf","False","False","Missing"
"Duran Duran","Duran Duran - Best Of [Score]","C:\Work\AWSMusic\SheetMusic\Duran Duran\Books\Duran Duran - Best Of [Score].pdf","False","False","Missing"
"Duran Duran","Duran Duran - Decade [PVG Book]","C:\Work\AWSMusic\SheetMusic\Duran Duran\Books\Duran Duran - Decade [PVG Book].pdf","False","False","Missing"
"Duran Duran","Duran Duran - Seven & The Ragged Tiger [Jap Band Score]","C:\Work\AWSMusic\SheetMusic\Duran Duran\Books\Duran Duran - Seven & The Ragged Tiger [Jap Band Score].pdf","False","False","Missing"
"Eagles","Eagles - Greatest Hits (1971-1975)","C:\Work\AWSMusic\SheetMusic\Eagles\Books\Eagles - Greatest Hits (1971-1975).pdf","False","False","Missing"
"Eagles","Eagles - Greatest Hits","C:\Work\AWSMusic\SheetMusic\Eagles\Books\Eagles - Greatest Hits.pdf","False","False","Missing"
"Eagles","Eagles - Hotel California (Guitar Songbook)","C:\Work\AWSMusic\SheetMusic\Eagles\Books\Eagles - Hotel California (Guitar Songbook).pdf","False","False","Missing"
"Eagles","Eagles - Made Easy For Guitar","C:\Work\AWSMusic\SheetMusic\Eagles\Books\Eagles - Made Easy For Guitar.pdf","False","False","Missing"
"Eagles","Eagles - New Eagles Complete","C:\Work\AWSMusic\SheetMusic\Eagles\Books\Eagles - New Eagles Complete.pdf","False","False","Missing"
"Eagles","Eagles - The Best Of The Eagles - Songbook","C:\Work\AWSMusic\SheetMusic\Eagles\Books\Eagles - The Best Of The Eagles - Songbook.pdf","False","False","Missing"
"ELO","ELO - A New World Record","C:\Work\AWSMusic\SheetMusic\ELO\Books\ELO - A New World Record.pdf","False","False","Missing"
"ELO","ELO - Anthology [PVG]","C:\Work\AWSMusic\SheetMusic\ELO\Books\ELO - Anthology [PVG].pdf","False","False","Missing"
"ELO","ELO - Discovery [PVG Book]","C:\Work\AWSMusic\SheetMusic\ELO\Books\ELO - Discovery [PVG Book].pdf","False","False","Missing"
"ELO","ELO - Face The Music [PVG Bok]","C:\Work\AWSMusic\SheetMusic\ELO\Books\ELO - Face The Music [PVG Bok].pdf","False","False","Missing"
"ELO","ELO - Greatest Hits","C:\Work\AWSMusic\SheetMusic\ELO\Books\ELO - Greatest Hits.pdf","True","True","Complete"
"ELO","ELO - Out Of The Blue [Book]","C:\Work\AWSMusic\SheetMusic\ELO\Books\ELO - Out Of The Blue [Book].pdf","True","False","Empty"
