local_artist,local_book,local_count,s3_artist,s3_book,s3_count,common_songs,local_only,s3_only,match_pct,count_diff_pct,quality
Fleetwood Mac,Fleetwood Mac - Mirage,12,Fleetwood Mac,Mirage,12,12,0,0,1.0,0.0,PERFECT
Fleetwood Mac,Fleetwood Mac - Rumours,11,Fleetwood Mac,Rumours,11,11,0,0,1.0,0.0,PERFECT
Fleetwood Mac,Fleetwood Mac - Tango In The Night,12,Fleetwood Mac,Tango In The Night,12,12,0,0,1.0,0.0,PERFECT
Fleetwood Mac,Fleetwood Mac - The Dance,13,Fleetwood Mac,The Dance,13,13,0,0,1.0,0.0,PERFECT
Frank Zappa,Frank Zappa - Hot Rats,2,Frank Zappa,Frank Zappa - Hot Rats,2,2,0,0,1.0,0.0,PERFECT
Frank Zappa,Frank Zappa - Songbook Vol 1,17,Frank Zappa,Songbook Vol 1,17,17,0,0,1.0,0.0,PERFECT
Frank Zappa,Frank Zappa - The Frank Zappa Guitar Book _transcriptions By Steve Vai_,12,Frank Zappa,The Frank Zappa Guitar Book (transcriptions By Steve Vai),12,12,0,0,1.0,0.0,PERFECT
Garth Brooks,Garth Brooks - No Fences _Guitar Tab_,7,Garth Brooks,No Fences [guitar Tab],7,7,0,0,1.0,0.0,PERFECT
Garth Brooks,Garth Brooks - The Hits _Guitar Tab_,1,Garth Brooks,Garth Brooks - The Hits [guitar Tab],1,1,0,0,1.0,0.0,PERFECT
Garth Brooks,Garth Brooks - The Limited Series,21,Garth Brooks,The Limited Series,21,21,0,0,1.0,0.0,PERFECT
Genesis,Genesis - A Trick Of The Tail _Book_,8,Genesis,A Trick Of The Tail [book],8,8,0,0,1.0,0.0,PERFECT
Genesis,Genesis - Anthology,44,Genesis,Anthology,44,44,0,0,1.0,0.0,PERFECT
Genesis,Genesis - Best Of Vol 1,10,Genesis,Best Of Vol 1,10,10,0,0,1.0,0.0,PERFECT
Genesis,Genesis - Invisible Touch _Book_,8,Genesis,Invisible Touch [book],8,8,0,0,1.0,0.0,PERFECT
Genesis,Genesis - Rock Score,4,Genesis,Rock Score,4,4,0,0,1.0,0.0,PERFECT
Genesis,Genesis - Seconds Out,8,Genesis,Seconds Out,8,8,0,0,1.0,0.0,PERFECT
Genesis,Genesis - Selling England By The Pound,7,Genesis,Selling England By The Pound,7,7,0,0,1.0,0.0,PERFECT
George Michael,George Michael - Greatest Hits,29,George Michael,Greatest Hits,29,29,0,0,1.0,0.0,PERFECT
George Michael,George Michael - Older _Book_,11,George Michael,Older [book],11,11,0,0,1.0,0.0,PERFECT
Grand Funk Railroad,Grand Funk - Closer To Home _PVG Book_,5,Grand Funk Railroad,Grand Funk - Closer To Home [pvg Book],5,5,0,0,1.0,0.0,PERFECT
Grand Funk Railroad,Grand Funk - Were An American Band _PVG Book_,8,Grand Funk Railroad,Grand Funk - We're An American Band [pvg Book],8,8,0,0,1.0,0.0,PERFECT
Grand Funk Railroad,Grand Funk Railroad - Born To Die _PVG Book_,10,Grand Funk Railroad,Born To Die [pvg Book],10,10,0,0,1.0,0.0,PERFECT
Grand Funk Railroad,Grand Funk Railroad - Hits From Were An American Band Shinin On Phoenix _PVG_,23,Grand Funk Railroad,"Hits From We're An American Band, Shinin' On, Phoenix [pvg]",23,23,0,0,1.0,0.0,PERFECT
Harry Chapin,Harry Chapin - The Authentic Guitar Style Of _Guitar Tab_,9,Harry Chapin,The Authentic Guitar Style Of [guitar Tab],9,9,0,0,1.0,0.0,PERFECT
Henri Mancini,Henry Mancini - A Merry Mancini Christmas,13,Henri Mancini,Henry Mancini - A Merry Mancini Christmas,13,13,0,0,1.0,0.0,PERFECT
Herman's Hermits,Hermans Hermits - Collection,8,Herman's Hermits,Collection,11,8,0,0,1.0,0.375,PERFECT
Jackson Browne,Jackson Browne - Deluxe Anthology,39,Jackson Browne,Deluxe Anthology,39,39,0,0,1.0,0.0,PERFECT
James Blunt,James Blunt - All The Lost Souls _Book_,10,James Blunt,All The Lost Souls [book],10,10,0,0,1.0,0.0,PERFECT
James Blunt,James Blunt - Back To Bedlam _Book_,1,James Blunt,Back To Bedlam [book],1,1,0,0,1.0,0.0,PERFECT
James Taylor,James Taylor - Classic _Guitar_,15,James Taylor,Classic [guitar],15,15,0,0,1.0,0.0,PERFECT
James Taylor,James Taylor - Classics _guitar tab_,15,James Taylor,Classics (guitar Tab),15,15,0,0,1.0,0.0,PERFECT
James Taylor,James Taylor - Guitar Songbook,24,James Taylor,Guitar Songbook,24,24,0,0,1.0,0.0,PERFECT
James Taylor,James Taylor - James Taylor Songbook,24,James Taylor,James Taylor Songbook,24,24,0,0,1.0,0.0,PERFECT
James Taylor,James Taylor - James Taylor _PVG Book_,21,James Taylor,James Taylor [pvg Book],21,21,0,0,1.0,0.0,PERFECT
James Taylor,James Taylor - Thats Why Im Here _PVG Book_,10,James Taylor,That's Why I'm Here [pvg Book],10,10,0,0,1.0,0.0,PERFECT
Jim Croce,Jim Croce - Acoustic Fingerstyle Video Guitar Lessons,1,Jim Croce,Acoustic Fingerstyle Video Guitar Lessons,1,1,0,0,1.0,0.0,PERFECT
Jimmy Buffet,Jimmy Buffett - Barometer Soup _PVG Book_,9,Jimmy Buffet,Jimmy Buffett - Barometer Soup [pvg Book],9,9,0,0,1.0,0.0,PERFECT
Jimmy Buffet,Jimmy Buffett - Fruitcakes _PVG Book_,9,Jimmy Buffet,Jimmy Buffett - Fruitcakes [pvg Book],9,9,0,0,1.0,0.0,PERFECT
Joe Cocker,Joe Cocker - Best Of,16,Joe Cocker,Best Of,16,16,0,0,1.0,0.0,PERFECT
Joe Cocker,Joe Cocker - Mad Dogs And Englishmen _Book_,16,Joe Cocker,Mad Dogs And Englishmen [book],16,16,0,0,1.0,0.0,PERFECT
Joe Cocker,Joe Cocker - Songbook,1,Joe Cocker,Songbook,1,1,0,0,1.0,0.0,PERFECT
John Denver,John Denver - Anthology,53,John Denver,Anthology,53,53,0,0,1.0,0.0,PERFECT
John Denver,John Denver - Anthology _PVG_,53,John Denver,Anthology [pvg],53,53,0,0,1.0,0.0,PERFECT
John Denver,John Denver - Back Home Again,18,John Denver,Best Of [easy Piano],18,18,0,0,1.0,0.0,PERFECT
John Denver,John Denver - I Want To Live _PVG Book_,11,John Denver,I Want To Live [pvg Book],11,11,0,0,1.0,0.0,PERFECT
John Denver,John Denver - The Authentic Guitar Style Of,12,John Denver,The Authentic Guitar Style Of,12,12,0,0,1.0,0.0,PERFECT
John Lennon,John Lennon - Collection,3,John Lennon,Collection,3,3,0,0,1.0,0.0,PERFECT
John Lennon,John Lennon - Greatest Hits,15,John Lennon,Greatest Hits,15,15,0,0,1.0,0.0,PERFECT
Joni Mitchell,Joni Mitchell - The Best Of _PVG_,10,Joni Mitchell,The Best Of [pvg],10,10,0,0,1.0,0.0,PERFECT
Joni Mitchell,Joni Mitchell Songbook Complete Vol1 1966-1970,28,Joni Mitchell,Joni Mitchell Songbook Complete Vol1 1966-1970,28,28,0,0,1.0,0.0,PERFECT
Journey,Journey - Complete,68,Journey,Complete Songbook,68,68,0,0,1.0,0.0,PERFECT
Journey,Journey - Complete Songbook,68,Journey,Complete,68,68,0,0,1.0,0.0,PERFECT
Journey,Journey - Frontiers _Jap Band Score_,1,Journey,Frontiers [jap Band Score],1,1,0,0,1.0,0.0,PERFECT
Journey,Journey - Greatest Hits,6,Journey,Greatest Hits,6,6,0,0,1.0,0.0,PERFECT
Journey,Journey - Greatest Hits _Book_,5,Journey,Greatest Hits (book),5,5,0,0,1.0,0.0,PERFECT
Journey,Journey - Superbest _Jap Band Score_,15,Journey,Superbest [jap Band Score],15,15,0,0,1.0,0.0,PERFECT
Journey,Journey - The Guitar Collection,16,Journey,The Guitar Collection,16,16,0,0,1.0,0.0,PERFECT
Judy Garland,Judy Garland - Songbook,13,Judy Garland,Songbook,13,13,0,0,1.0,0.0,PERFECT
Katy Perry,Katy Perry - One Of The Boys _PVG Book_,12,Katy Perry,One Of The Boys [pvg Book],12,12,0,0,1.0,0.0,PERFECT
Kenny Rogers,Kenny Rogers - Love Or Something Like It _Book_,10,Kenny Rogers,Love Or Something Like It [book],10,10,0,0,1.0,0.0,PERFECT
Kinks,Kinks - Best Of The Kinks _Score_,12,Kinks,Best Of The Kinks [score],12,12,0,0,1.0,0.0,PERFECT
Kinks,Kinks - Best Of _Score_,9,Kinks,Kinks - Best Of [score],9,9,0,0,1.0,0.0,PERFECT
Kinks,Kinks - Great Songs Of Kinks,8,Kinks,Great Songs Of Kinks,8,8,0,0,1.0,0.0,PERFECT
Kinks,Kinks - Guitar Legends [Tab],9,Kinks,Guitar Legends [guitar],9,9,0,0,1.0,0.0,PERFECT
Kinks,Kinks - Guitar Legends _Guitar_,9,Kinks,Guitar Legends [tab],9,9,0,0,1.0,0.0,PERFECT
Kinks,Kinks - Guitar Legends _Tab_,9,Kinks,Kinks - Guitar Legends [tab],9,9,0,0,1.0,0.0,PERFECT
Kinks,Kinks - Jam With The Kinks _Tab_,8,Kinks,Jam With The Kinks [tab],8,8,0,0,1.0,0.0,PERFECT
Led Zepplin,Led Zeppelin - Led Zeppelin II,1,Led Zepplin,Led Zeppelin - Led Zeppelin Ii,1,1,0,0,1.0,0.0,PERFECT
Led Zepplin,Led Zeppelin - Over The Hills And Far Away _PVG_,1,Led Zepplin,Led Zeppelin - Over The Hills And Far Away [pvg],1,1,0,0,1.0,0.0,PERFECT
Melissa Etheridge,Melissa Etheridge - Songbook,10,Melissa Etheridge,Songbook,10,10,0,0,1.0,0.0,PERFECT
Michael Jackson,Michael Jackson - Great Songs Of _PVG_,10,Michael Jackson,Great Songs Of [pvg],10,10,0,0,1.0,0.0,PERFECT
Michael Jackson,Michael Jackson - Number Ones,18,Michael Jackson,Number Ones [book],18,18,0,0,1.0,0.0,PERFECT
Michael Jackson,Michael Jackson - Number Ones _Book_,18,Michael Jackson,Number Ones,18,18,0,0,1.0,0.0,PERFECT
Michael Jackson,Michael Jackson - The Great Songs Of,10,Michael Jackson,The Great Songs Of,10,10,0,0,1.0,0.0,PERFECT
Michael Jackson,Michael Jackson - Thriller _The Complete Song Book_,10,Michael Jackson,Thriller (the Complete Song Book),10,10,0,0,1.0,0.0,PERFECT
Monkees,Monkees - Greatest Hits,11,Monkees,Greatest Hits,11,11,0,0,1.0,0.0,PERFECT
Moody Blues,Moody Blues - Greatest Hits _PVG_,11,Moody Blues,Greatest Hits [pvg],11,11,0,0,1.0,0.0,PERFECT
Moody Blues,Moody Blues - Keys Of Kingdom _Band Score_,12,Moody Blues,Keys Of Kingdom [band Score],12,12,0,0,1.0,0.0,PERFECT
Neil Diamond,Neil Diamond - The Essential Neil Diamond,40,Neil Diamond,The Essential Neil Diamond,40,40,0,0,1.0,0.0,PERFECT
Neil Young,Neil Young - After The Goldrush _PVG Book_,10,Neil Young,After The Goldrush [pvg Book],10,10,0,0,1.0,0.0,PERFECT
Neil Young,Neil Young - Decade,22,Neil Young,Decade [pvg Book],22,22,0,0,1.0,0.0,PERFECT
Neil Young,Neil Young - Decade _PVG Book_,22,Neil Young,Decade,22,22,0,0,1.0,0.0,PERFECT
Neil Young,Neil Young - Greatest Hits _Guitar Tab_,15,Neil Young,Greatest Hits [guitar Tab],15,15,0,0,1.0,0.0,PERFECT
Neil Young,Neil Young - Harvest Moon _Guitar Tab_,10,Neil Young,Harvest Moon [guitar Tab],10,10,0,0,1.0,0.0,PERFECT
Neil Young,Neil Young - Harvest _Score_,10,Neil Young,Harvest [score],10,10,0,0,1.0,0.0,PERFECT
Neil Young,Neil Young - The Best Of Neil Young _PVG Book_,9,Neil Young,The Best Of Neil Young [pvg Book],9,9,0,0,1.0,0.0,PERFECT
Night Ranger,Seven Wishes _jap Score_,10,Night Ranger,Night Ranger - Seven Wishes _jap Score_,10,10,0,0,1.0,0.0,PERFECT
Paul Mccartney,Paul McCartney - All The Best,22,Paul Mccartney,All The Best,22,22,0,0,1.0,0.0,PERFECT
Paul Mccartney,Paul McCartney - Flowers In The Dirt,14,Paul Mccartney,Flowers In The Dirt,14,14,0,0,1.0,0.0,PERFECT
Paul Mccartney,Paul McCartney - Press To Play,14,Paul Mccartney,Press To Play,14,14,0,0,1.0,0.0,PERFECT
Paul Mccartney,Paul McCartney - Ram,10,Paul Mccartney,Ram,10,10,0,0,1.0,0.0,PERFECT
Paul Mccartney,Paul Mccartney - Chaos And Creation In The Backyard _PVG Book_,13,Paul Mccartney,Chaos And Creation In The Backyard [pvg Book],13,13,0,0,1.0,0.0,PERFECT
Paul Mccartney,Paul Mccartney - Tripping The Live Fantastic _PVG Book_,38,Paul Mccartney,Tripping The Live Fantastic [pvg Book],38,38,0,0,1.0,0.0,PERFECT
Paul Mccartney,Paul Mccartney - Tug Of War _PVG Book_,11,Paul Mccartney,Tug Of War [pvg Book],11,11,0,0,1.0,0.0,PERFECT
Paul Simon,Paul Simon - Anthology,49,Paul Simon,Anthology,49,49,0,0,1.0,0.0,PERFECT
Paul Simon,Simon And Garfunkels Greatest Hits,14,Paul Simon,Simon & Garfunkel's Greatest Hits,14,14,0,0,1.0,0.0,PERFECT
Peter Frampton,Peter Frampton - The Best Of _Guitar Tab_,11,Peter Frampton,The Best Of [guitar Tab],11,11,0,0,1.0,0.0,PERFECT
Pink,Pink - Funhouse _PVG_,1,Pink,Funhouse [pvg],1,1,0,0,1.0,0.0,PERFECT
Pink,Pink - Im Not Dead _PVG Book_,10,Pink,I'm Not Dead [pvg Book],10,10,0,0,1.0,0.0,PERFECT
Pink,Pink - Missundaztood _PVG Book_,1,Pink,Missundaztood [pvg Book],1,1,0,0,1.0,0.0,PERFECT
Pink Floyd,Pink Floyd - Anthology - p110-175,1,Pink Floyd,Anthology - P110-175,1,1,0,0,1.0,0.0,PERFECT
Pink Floyd,Pink Floyd - Anthology - p58-109,1,Pink Floyd,Anthology - P58-109,1,1,0,0,1.0,0.0,PERFECT
Pink Floyd,Pink Floyd - Anthology _PVG_,38,Pink Floyd,Anthology (book),38,38,0,0,1.0,0.0,PERFECT
Pink Floyd,Pink Floyd - Anthology _book_,38,Pink Floyd,Anthology [pvg],38,38,0,0,1.0,0.0,PERFECT
Pink Floyd,Pink Floyd - Dark Side Of The Moon,1,Pink Floyd,Dark Side Of The Moon (2),1,1,0,0,1.0,0.0,PERFECT
Pink Floyd,Pink Floyd - Dark Side Of The Moon _2_,1,Pink Floyd,Dark Side Of The Moon [pvg],1,1,0,0,1.0,0.0,PERFECT
Pink Floyd,Pink Floyd - Dark Side Of The Moon _PVG_,1,Pink Floyd,Dark Side Of The Moon,1,1,0,0,1.0,0.0,PERFECT
Pink Floyd,Pink Floyd - Pink Floyd Songbook,10,Pink Floyd,Pink Floyd - Pink Floyd Songbook,10,10,0,0,1.0,0.0,PERFECT
Pink Floyd,Pink Floyd - The Wall _PVG_,23,Pink Floyd,The Wall [pvg],23,23,0,0,1.0,0.0,PERFECT
Pink Floyd,Pink Floyd - Wish You Were Here,11,Pink Floyd,Wish You Were Here,11,11,0,0,1.0,0.0,PERFECT
Pink Floyd,Pink Floyd - Wish You Were Here _PVG_,12,Pink Floyd,Wish You Were Here [pvg],12,12,0,0,1.0,0.0,PERFECT
Police,Police - The Great Songs Of The Police,12,Police,The Great Songs Of The Police,12,12,0,0,1.0,0.0,PERFECT
Pretenders,Pretenders - Best Of Pretenders,16,Pretenders,Best Of Pretenders,16,16,0,0,1.0,0.0,PERFECT
Prince,Prince - Purple Rain _Score_,1,Prince,Purple Rain [score],1,1,0,0,1.0,0.0,PERFECT
Queen,Queen - Deluxe Anthology _PVG_,1,Queen,Deluxe Anthology [pvg],1,1,0,0,1.0,0.0,PERFECT
Queen,Queen - Greatest Hits,1,Queen,Greatest Hits,1,1,0,0,1.0,0.0,PERFECT
Queen,Queen - Greatest Hits 1 _Score_,16,Queen,Greatest Hits 1 [score],16,16,0,0,1.0,0.0,PERFECT
Queen,Queen - Greatest Hits II _PVG_,17,Queen,Greatest Hits Ii [pvg],17,17,0,0,1.0,0.0,PERFECT
Queen,Queen - Hit Songs,22,Queen,Hit Songs,22,22,0,0,1.0,0.0,PERFECT
Randy Newman,Randy Newman - Collection,1,Randy Newman,Collection,1,1,0,0,1.0,0.0,PERFECT
Reo Speedwagon,REO Speedwagon - Good Trouble,1,Reo Speedwagon,Good Trouble,1,1,0,0,1.0,0.0,PERFECT
Reo Speedwagon,REO Speedwagon - Hi Infidelity,1,Reo Speedwagon,Hi Infidelity,1,1,0,0,1.0,0.0,PERFECT
Reo Speedwagon,REO Speedwagon - Life As We Know It,4,Reo Speedwagon,Reo Speedwagon - Life As We Know It,4,4,0,0,1.0,0.0,PERFECT
Reo Speedwagon,REO Speedwagon - The Hits,12,Reo Speedwagon,The Hits,12,12,0,0,1.0,0.0,PERFECT
Rod Stewart,Rod Stewart - The Great American Songbook,16,Rod Stewart,The Great American Songbook,16,16,0,0,1.0,0.0,PERFECT
Rolling Stones,Rolling Stones - Best Of Rolling Stones 1963-1973 Piano Songbook,20,Rolling Stones,Best Of Rolling Stones 1963-1973 Piano Songbook,20,20,0,0,1.0,0.0,PERFECT
Rolling Stones,Rolling Stones - Let It Bleed _Guitar Tab_,9,Rolling Stones,Let It Bleed [guitar Tab],9,9,0,0,1.0,0.0,PERFECT
Rolling Stones,Rolling Stones - Sticky Fingers _Score_,10,Rolling Stones,Sticky Fingers [score],10,10,0,0,1.0,0.0,PERFECT
Roy Orbison,Roy Orbison - Greatest Hits,19,Roy Orbison,Greatest Hits,19,19,0,0,1.0,0.0,PERFECT
Santana,Santana - Off The Record,8,Santana,Off The Record,8,8,0,0,1.0,0.0,PERFECT
Scott Joplin,Scott Joplin - The Best Of,17,Scott Joplin,The Best Of,17,17,0,0,1.0,0.0,PERFECT
Shania Twain,Shania Twain - Greatest Hits,21,Shania Twain,Greatest Hits,21,21,0,0,1.0,0.0,PERFECT
Shania Twain,Shania Twain - Up _PVG Book_,20,Shania Twain,Up! [pvg Book],20,20,0,0,1.0,0.0,PERFECT
Sheryl Crow,Sheryl Crow - Tuesday Night Music Club _PVG Book_,11,Sheryl Crow,Tuesday Night Music Club [pvg Book],11,11,0,0,1.0,0.0,PERFECT
Sheryl Crow,Sheryl Crow - Very Best,17,Sheryl Crow,Very Best,17,17,0,0,1.0,0.0,PERFECT
Spice Girls,Spice Girls - Greatest Hits,11,Spice Girls,Greatest Hits,11,11,0,0,1.0,0.0,PERFECT
Steely Dan,Steely Dan - The Best,23,Steely Dan,Steely Dan - The Best,23,23,0,0,1.0,0.0,PERFECT
Steve Miller Band,Steve Miller Band - 13 Biggest Hits,13,Steve Miller Band,13 Biggest Hits,13,13,0,0,1.0,0.0,PERFECT
Steve Miller Band,Steve Miller Band - Rock Best Hits _Jap Score_,8,Steve Miller Band,Rock Best Hits [jap Score],8,8,0,0,1.0,0.0,PERFECT
Steve Winwood,Steve Winwood - Arc Of A Diver _PVG Book_,7,Steve Winwood,Arc Of A Diver [pvg Book],7,7,0,0,1.0,0.0,PERFECT
Steve Winwood,Steve Winwood - The Great Songs Of,8,Steve Winwood,The Great Songs Of,8,8,0,0,1.0,0.0,PERFECT
Supertramp,Supertramp - Anthology,2,Supertramp,Anthology,2,2,0,0,1.0,0.0,PERFECT
Supertramp,Supertramp - Breakfast In America _PVG Book_,10,Supertramp,Breakfast In America [pvg Book],10,10,0,0,1.0,0.0,PERFECT
Supertramp,Supertramp - Crime Of The Century _Book_,8,Supertramp,Crime Of The Century [book],8,8,0,0,1.0,0.0,PERFECT
Survivor,Survivor - Greatest Hits,10,Survivor,Greatest Hits,10,10,0,0,1.0,0.0,PERFECT
Taylor Swift,Taylor Swift - Best Of _Easy Piano_,12,Taylor Swift,Best Of [easy Piano],12,12,0,0,1.0,0.0,PERFECT
Taylor Swift,Taylor Swift - Fearless _PVG Book_,16,Taylor Swift,Fearless [pvg Book],16,16,0,0,1.0,0.0,PERFECT
Taylor Swift,Taylor Swift - Speak Now _PVG Book_,14,Taylor Swift,Speak Now [pvg Book],14,14,0,0,1.0,0.0,PERFECT
Taylor Swift,Taylor Swift - Taylor Swift,11,Taylor Swift,Taylor Swift [guitar Compilation],11,11,0,0,1.0,0.0,PERFECT
Taylor Swift,Taylor Swift - Taylor Swift _Guitar Compilation_,11,Taylor Swift,Taylor Swift,11,11,0,0,1.0,0.0,PERFECT
The Band,Band - Northern Lights Southern Cross _PVG_,8,The Band,Band - Northern Lights Southern Cross [pvg],8,8,0,0,1.0,0.0,PERFECT
The Band,The Band - Rock Of Ages _PVG Book_,8,The Band,Rock Of Ages [pvg Book],8,8,0,0,1.0,0.0,PERFECT
The Band,The Band - The Band And Music From Big Pink,21,The Band,The Band And Music From Big Pink,21,21,0,0,1.0,0.0,PERFECT
Tom Lehrer,Tom Lehrer - Book Covers,1,Tom Lehrer,Tom Lehrer - Book Covers,1,1,0,0,1.0,0.0,PERFECT
Tom Lehrer,Tom Lehrer - Too Many Songs _PVC Book_,32,Tom Lehrer,Tom Lehrer - Too Many Songs [pvc Book],32,32,0,0,1.0,0.0,PERFECT
Tom Waits,Anthology,29,Tom Waits,Anthology,29,29,0,0,1.0,0.0,PERFECT
Tom Waits,Tom Waits - Anthology,24,Tom Waits,Tom Waits - Anthology,24,24,0,0,1.0,0.0,PERFECT
Tom Waits,Tom Waits - Tom Waits Anthology,7,Tom Waits,Tom Waits - Tom Waits Anthology,7,7,0,0,1.0,0.0,PERFECT
Tori Amos,Tori Amos - _Book_ Anthology,25,Tori Amos,[book] Anthology,25,25,0,0,1.0,0.0,PERFECT
Toto,Toto - Best of,5,Toto,Best Of,5,5,0,0,1.0,0.0,PERFECT
Toto,Toto - Collection,13,Toto,Collection,13,13,0,0,1.0,0.0,PERFECT
Toto,Toto - Past To Present _Book_,13,Toto,Past To Present [book],13,13,0,0,1.0,0.0,PERFECT
Traveling Wilburys,Traveling Wilburys - Volume 1,1,Traveling Wilburys,Volume 1,1,1,0,0,1.0,0.0,PERFECT
Van Morrison,Van Morrison - Anthology,25,Van Morrison,Anthology,25,25,0,0,1.0,0.0,PERFECT
Van Morrison,Van Morrison - Anthology _2_,21,Van Morrison,Anthology (2),21,21,0,0,1.0,0.0,PERFECT
Van Morrison,Van Morrison - Back On Top _Book_,10,Van Morrison,Back On Top [book],10,10,0,0,1.0,0.0,PERFECT
Van Morrison,Van Morrison - Days Like These _Book_,2,Van Morrison,Days Like These (book),2,2,0,0,1.0,0.0,PERFECT
Various Artists,Adult Contemporary Hits Of The Nineties,30,Various Artists,Adult Contemporary Hits Of The Nineties,30,30,0,0,1.0,0.0,PERFECT
Various Artists,Various Artists - 100 Songs For Kids - _Easy Guitar Songbook_,99,Various Artists,100 Songs For Kids - (easy Guitar Songbook),99,97,2,2,0.98,0.0,EXCELLENT
Various Artists,Various Artists - 50 Platinum Country Hits,50,Various Artists,50 Platinum Country Hits,50,50,0,0,1.0,0.0,PERFECT
Various Artists,Various Artists - 557 Standards _Sheet Music - Piano__2_,345,Various Artists,557 Standards (sheet Music - Piano)(2),345,345,0,0,1.0,0.0,PERFECT
Various Artists,Various Artists - 70s Hits _Easy Piano_,20,Various Artists,70's Hits [easy Piano],20,20,0,0,1.0,0.0,PERFECT
