Artist,Book,SongCount,SampleSong
Various Artists,Various Artists - Greatest Love Songs Of The 80s,18,Abba - The Winner Takes It All.pdf
Various Artists,Various Artists - Heavy Metal Vol. Iii,9,Blue Oyster Cult - Godzilla.pdf
Various Artists,Various Artists - Heavy Rock Hits Of The 80s [pvg],6,Don Henley And Mike Campbell - The Boys Of Summer.pdf
Various Artists,Various Artists - History Of Rock - Late 80s,40,Beach Boys - Kokomo.pdf
Various Artists,Various Artists - More Songs Of The Eighties [pvg],39,(from The Paramount Motion Picture -beverly Hills Cop-) - The Heat Is On.pdf
Various Artists,Various Artists - Music For The Millenium - The Seventies,4,Don Mclean - Vincent.pdf
Various Artists,Various Artists - Music For The Millennium The Seventies,7,(words & Music By John Lennon And Paul Mccartney) - The Long And Winding Road.pdf
Various Artists,Various Artists - Oldies But Goodies,11,Buffy Sainte-marie - Until It's Time For You To Go.pdf
Various Artists,Various Artists - Popular Piano Solos,5,From The Sound Of Music - Do-re-mi.pdf
Various Artists,Various Artists - Songs Of The 60s [pvg],16,"George Weiss, Hugo Peretti & Luigi Creatore - Can't Help Falling In Love.pdf"
Various Artists,Various Artists - The 1980s,26,38 Special - Caught Up In You.pdf
Various Artists,Various Artists - The 60s And 70s Rock Score,3,(deep Purple) - Smoke On The Water.pdf
Various Artists,Various Artists - The Best Children's Songs Ever (easy Piano),47,(ditty Ditty) From Walt Disney's So Dear To My Heart - Lavender Blue.pdf
Various Artists,Various Artists - The Decade Series - The 1980s,25,38 Special - Caught Up In You.pdf
Various Artists,Various Artists - The Greatest Love Songs Of The 80s,6,"Holly Johnson, Mark O'toole, Peter Gill & Brian Nash - The Power Of Love.pdf"
Various Artists,Various Artists - Ultimate 100 Pop Hits Of The 90s,38,Adam Schlesinger Arranged By Andy Zorn - That Thing You Do!.pdf
Various Artists,Various Artists - Ultimate 80's Songs,10,Annie Lennox & David A. Stewart - Love Is A Stranger.pdf
Various Artists,Various Artists - Ultimate Pop Sheet Music Collection 2000,43,Andrew Lloyd Webber - Don't Cry For Me Argentina.pdf
Vince Guaraldi,Peanuts Songbook,28,Vince Guaraldi - Baseball Theme.pdf
Vince Guaraldi,The Vince Guaraldi Collection,9,Antonio Carlos Jobim - Outra Vez.pdf
Vince Guaraldi,Vince Guaraldi - Peanuts Songbook,8,Vince Guaraldi - Baseball Theme.pdf
Vince Guaraldi,Vince Guaraldi - The Vince Guaraldi Collection,4,"Antonio Maria, Music By Luiz Bonfa - Samba De Orfeu.pdf"
Whitney Houston,The Best Of,10,Whitney Houston - All At Once.pdf
Whitney Houston,Whitney Houston - The Best Of,5,Whitney Houston - All At Once.pdf
Who,Who - Quadrophenia (pvg),9,Who - Bell Boy.pdf
Who,Who - Who Anthology,16,Who - (pete's Theme).pdf
Who,Who Anthology,44,Who - (pete's Theme).pdf
Who,Who Anthology-(0001),1,Who - I Can See For Miles.pdf
Wings,Wings - Greatest Hits,13,Wings - Another Day.pdf
Wings,Wings - London Town (pvg Book),8,Wings - Backwards Traveller.pdf
Wings,Wings - Over America [pvg],19,Wings - Band On The Run.pdf
Yes,Complete Deluxe Edition,29,Yes - All Good People.pdf
Yes,Yes - Complete Deluxe Edition,36,Yes - A Little Faster.pdf
Zz Top,Greatest Hits,21,Zz Top - Burger Man.pdf
Zz Top,Greatest Hits (2),21,Zz Top - Burger Man.pdf
Zz Top,Zz Top- Greatest Hits,8,Zz Top - Cheap Sunglasses.pdf
Zz Top,Zz Top- Greatest Hits (2),6,Zz Top - Got Me Under Pressure.pdf
_broadway Shows,A Treasury Of Gilbert & Sullivan Part 1,50,Boatswain (from The Musical Notation) - He Is An Englishman.pdf
_broadway Shows,A Treasury Of Gilbert & Sullivan Part 2,47,Dame Carruthers - When Our Gallant Norman Foes.pdf
_broadway Shows,Lambert And Morrison - The Drowsy Chaperone (version 1),2,Lambert & Morrison - Overture Final.pdf
_broadway Shows,Lambert And Morrison - The Drowsy Chaperone (version 2),2,Broadway Version-mar.17 (revised From L.a. Prod.) - Overture.pdf
_broadway Shows,Lerner And Loewe - Camelot,20,(dance And Song) - The Lusty Month Of May — Dance.pdf
_broadway Shows,Mamma Mia,15,Mamma Mia - Honey Honey.pdf
_broadway Shows,Rogers And Hammerstein - South Pacific,18,(cable And Lina) - Younger Than Springtime.pdf
_broadway Shows,Steven Sondheim - All Sondheim Volume 2 Book,27,A Funny Thing Happened On The Way To The Forum - I Do Like You.pdf
_broadway Shows,The Wedding Singer,72,Billy Vaughn - Not That Kind Of Thing.pdf
_broadway Shows,Various Artists - Aida,1,Orchestration- Steve Margoshes - Overture.pdf
_broadway Shows,Various Artists - Aladdin (book),8,Unknown Artist - A Whole New World.pdf
_broadway Shows,Various Artists - Aladdin Jr,37,Alan Menken (composer) - Transition Out Of One Jump Ahead.pdf
_broadway Shows,Various Artists - Annie - Full Score,43,Annie 4 - Hard Knock Life.pdf
_broadway Shows,Various Artists - Avenue Q - Full Score,1,(piano-conductor) - The Avenue Q Theme.pdf
_broadway Shows,Various Artists - Avenue X - Vocal Chorus Book,26,Binadama Weusi - Africa (binadama Weusi).pdf
_broadway Shows,"Various Artists - Beauty And The Beast (1994 Mti Pc Score, Complete)",39,Beauty & The Beast - 16a. A Change In Me.pdf
_broadway Shows,Various Artists - Beauty And The Beast [score],39,(applause Scored) - No Matter What Reprise.pdf
_broadway Shows,Various Artists - Best In Broadway Deluxe Edition,80,42nd Street - Lullaby Of Broadway.pdf
_broadway Shows,Various Artists - Cabaret (1998 Version),2,"Unknown Artist - Hap-py To See You,.pdf"
_broadway Shows,Various Artists - Cabaret (original),9,"Fred Ebb, Music By John Kander - Will-kom-men, Bien-ve-nue.pdf"
_broadway Shows,Various Artists - Cats - Conductor Score,2,Unknown Artist - Agitato (in A).pdf
_broadway Shows,Various Artists - Chicago (1975),23,(no Clear Artist Name Provided) - A Little Bit Of Good.pdf
_broadway Shows,Various Artists - Dear Evan Hansen (pvg),15,Dear Evan Hansen - Disappear.pdf
_broadway Shows,Various Artists - Dirty Rotten Scoundrels (piano-vocal),18,Darry Ronen Sommerstein - 3. The More We Dance - Part Two.pdf
_broadway Shows,Various Artists - Evita [conductor Score],10,Unknown Artist - Feron's Latest Flame.pdf
_broadway Shows,Various Artists - Evita [score],11,(g. Kuri) - A New Argentina.pdf
_broadway Shows,Various Artists - Footloose [score],17,(no Clear Artist Name Provided) - Let's Make Believe We're In Love.pdf
_broadway Shows,Various Artists - Grease [1994 Score],22,(no Clear Artist Name Provided) - Rock 'n Roll Party Queen.pdf
_broadway Shows,Various Artists - Grease [2003 Score],40,(arranged By Daniel Walden - Warren Casey And Jim Jacobs) - Exit Music.pdf
_broadway Shows,Various Artists - Hair (rev 1995) - Piano Conductor Score,44,(adapted From Shakespeare's -hamlet-) Henry A. Waller - What A Piece Of Work Is Man.pdf
_broadway Shows,Various Artists - High School Musical [score],22,"(chad, Taylor, Kelsi, Martha, Jocks, Braniacs) - We're All In This Together.pdf"
_broadway Shows,Various Artists - High School Musical _score_,8,From Disney's High School Musical (company) - Wildcat Cheer.pdf
_broadway Shows,Various Artists - Jesus Christ Superstar,8,Unknown Artist - Everything's Alright.pdf
_broadway Shows,Various Artists - Legally Blonde - Score,18,Benjamin-krebs - Take It Like A Man.pdf
_broadway Shows,Various Artists - Les Miserables - Full Score,20,(orchestrated By John Cameron) - One Day More.pdf
_broadway Shows,Various Artists - Les Miserables - Piano-conductor,50,"(valjean) - This Appears To Be From The Musical Les Misérables, Based On The Header At The Top Of The Page - 17.one Day More.pdf"
_broadway Shows,Various Artists - Les Miserables - Piano-conductor (complete),34,Les Misérables - 1.at The End Of The Day.pdf
_broadway Shows,Various Artists - Lion King [score],58,(nala Continues Ad Lib) - Shadowland.pdf
_broadway Shows,Various Artists - Little Mermaid Workshop Score,1,Alan Menken - Overture-descent Into Sea.pdf
_broadway Shows,Various Artists - Little Mermaid Workshop Score.pdf,15,"Music By Alan Menken, Lyric By Glenn Slater - The World Above - Reprise.pdf"
_broadway Shows,Various Artists - Little Shop Of Horrors (original),2,Unknown Artist - Little Shop (prologue).pdf
_broadway Shows,Various Artists - Mary Poppins,2,"Music & Lyrics By Richard M. Sherman And Robert B. Sherman, Additional Music And Lyrics By George Stiles And Anthony Drewe, Musical Arrangement By George Stiles - 1. Prologue.pdf"
_broadway Shows,Various Artists - Phantom Of Opera [satb],5,"Andrew Lloyd Webber (lyrics By Charles Hart, Additional Lyrics By Richard Stilgoe) - All I Ask Of You.pdf"
_broadway Shows,Various Artists - Phantom Of The Opera,1,Andrew Lloyd Webber - Think Of Me.pdf
_broadway Shows,Various Artists - Phantom Of The Opera [score],7,(no Clear Artist Name Displayed) - Phantom.pdf
_broadway Shows,Various Artists - Rent [score],53,Piano Conductor - Tango Maureen Intro.pdf
_broadway Shows,Various Artists - Rocky Horror Show,5,Cast Vocal- Magenta - Science Fiction.pdf
_broadway Shows,Various Artists - Rocky Horror Show Revised - Full Score,24,(no Clear Artist Name Displayed) - Jerry Lee Lewis.pdf
_broadway Shows,Various Artists - Seussical - Tya,38,(bird Girls) - gertrude Stein-amazing Mayzie Pg. 9.pdf
_broadway Shows,Various Artists - Seussical [piano-conductor],16,"(horton, July, Meyer, Mrs. Hays, Other Animals) - Solla Sollew.pdf"
_broadway Shows,Various Artists - Seussical [pv Score],44,"(cat In The Hat, Role) - Oh, The Thinks You Can Think! (reprise).pdf"
_broadway Shows,Various Artists - Shrek The Musical,11,David Lindsay-abaire - The Ballad Of Farquaad.pdf
_broadway Shows,Various Artists - Sound Of Music,25,(maria) (from The Musical The Sound Of Music) - Do-re-mi.pdf
_broadway Shows,Various Artists - Sound Of Music (vocal Selections),7,"Lyrics By Oscar Hammerstein Ii, Music By Richard Rodgers - The Lonely Goatherd.pdf"
_broadway Shows,Various Artists - Spamalot,66,(crazy) Al - Marlene Cow.pdf
_broadway Shows,Various Artists - Sweeney Todd Vocal Score,21,(anthony) - Johanna (anthony).pdf
_broadway Shows,Various Artists - The Hobbit Score,11,The Hobbit - Benevolent Burglary.pdf
_broadway Shows,Various Artists - The Ultimate Broadway Fakebook,407,(based On -notebook- By Edward Borg) - Strange Music.pdf
_broadway Shows,Various Artists - Wicked [pvg],14,Stephen Schwartz - As Long As You're Mine.pdf
_broadway Shows,Various Artists - Wicked [score],1,Music And Lyrics By Stephen Schwartz - Opening.pdf
_broadway Shows,Various Artists - Wizard Of Oz (rsc Piano-conductor),20,(ambiguous For Nat'l Casting) - Bow & Plowshut Music.pdf
_broadway Shows,Various Artists - Wizard Of Oz - Piano Conductor,25,(based On -lost From 9-8 With The Pleiades- - 2008) - Cyclone.pdf
_broadway Shows,Various Artists - You're A Good Man Charlie Brown [revival] [score],38,(brown) - -the Book Raper-.pdf
_broadway Shows,Wicked Workshop,4,Music And Lyrics By Stephen Schwartz - I'm Not That Girl.pdf
_movie And Tv,Beauty And The Beast [pvg],8,Alan Menken - Something There.pdf
_movie And Tv,Brother Bear (disney),8,(theme From Brother Bear) - No Way Out.pdf
_movie And Tv,Budget Books - Movie Songs,76,(from She Done Him Wrong) - A Guy What Takes His Time.pdf
_movie And Tv,Disney Collection (songs Out Of Order),42,(from Walt Disney's -cinderella-) - Bibbidi-bobbidi-boo.pdf
_movie And Tv,High School Musical - Breaking Free - Piano Sheet Music,1,Jamie Houston - Breaking Free.pdf
_movie And Tv,John Williams - Greatest Hits,28,1941 - March From -1941-.pdf
_movie And Tv,John Williams - Star Wars Episode I - The Phantom Menace,1,John Williams - Star Wars (main Theme).pdf
_movie And Tv,John Williams - Star Wars Episode Ii - Attack Of The Clones (lite),1,John Williams - Across The Stars (love Theme From Star Wars- Episode Ii).pdf
_movie And Tv,John Williams - Star Wars Episode Iii - Revenge Of The Sith.(incomplete Grab),1,John Williams - Battle Of The Heroes.pdf
_movie And Tv,John Williams - Star Wars Trilogy,16,Jerry Hey - Jedi Rocks.pdf
_movie And Tv,Kasha & Hirschorn - Pete's Dragon,7,"Al Kasha And Joel Hirschhorn - Boo Bop Bop Bop Bop (i Love You, Too).pdf"
_movie And Tv,Mary Poppins,11,Richard M. Sherman And Robert B. Sherman - A Spoonful Of Sugar.pdf
_movie And Tv,Mulan,1,Matthew Wilder & David Zippel - Honor To Us All.pdf
_movie And Tv,Pirates Of The Caribbean [book 1 - The Curse Of The Black Pearl],7,Keal's Badelt - Underwater March.pdf
_movie And Tv,Pirates Of The Caribbean [book 2 - Dead Man's Chest],9,Hans Zimmer - Davy Jones Plays His Organ.pdf
_movie And Tv,Randy Newman - Toy Story 2,1,Randy Newman - Woody's Roundup.pdf
_movie And Tv,Spirited Away (disney) (2001),1,Unknown Artist - Ano Natsu He (one Summer Day).pdf
_movie And Tv,Star Wars Suite (john Williams - Full Score - Hal Leonard),8,John Williams - Iv. Yoda's Theme.pdf
_movie And Tv,The New Illustrated Treasury Of Disney,68,"From Disneyland And Walt Disney World's -pirates Of The Caribbean- (words By Xavier Atencio, Music By George Bruns) - Yo Ho (a Pirate's Life For Me).pdf"
_movie And Tv,The New Illustrated Treasury Of Disney Songs,68,"From Disneyland And Walt Disney World's Pirates Of The Caribbean (words By Xavier Atencio, Music By George Bruns) - Yo Ho (a Pirate's Life For Me).pdf"
_movie And Tv,Theme From Rocky And Otther Big Hits,27,Barry Manilow - Could It Be Magic.pdf
_movie And Tv,Various Artists - 100 Of The Best Movie Songs Ever,101,(from Cabaret) - Maybe This Time.pdf
_movie And Tv,Various Artists - Book Of Great Tv Hits,46,Bennett Salvay And Jesse Frederick - As Days Go By (family Matters).pdf
_movie And Tv,Various Artists - Box Office Themes Vol. 1,12,Theme From -against All Odds- - Take A Look At Me Now.pdf
_movie And Tv,Various Artists - Decades Of Film '70s,17,From -a Star Is Born- - Evergreen.pdf
_movie And Tv,Various Artists - Decades Of Film '80s,21,From -annie- - Tomorrow.pdf
_movie And Tv,Various Artists - Decades Of Film '90s,20,(from -sister Act- Musical) - My Guy.pdf
_movie And Tv,Various Artists - Disney Duets,8,From 101 Dalmatians - Cruella De Vil.pdf
_movie And Tv,Various Artists - Disney Fake Book,194,(from Walt Disney's Sleeping Beauty) - Once Upon A Dream.pdf
_movie And Tv,Various Artists - Disney Solos For Violin,1,From Walt Disney's Pocahontas - Colors Of The Wind.pdf
_movie And Tv,Various Artists - Eddie And The Cruisers,6,John Cafferty - Down On My Knee.pdf
_movie And Tv,Various Artists - Film Book,44,(from -captain Corelli's Mandolin-) Music By Stephen Warbeck - Captain Corelli's Mandolin (the Mandolin).pdf
_movie And Tv,Various Artists - Film Music For Solo Piano,28,Alberto Iglesias - Alicia Vive From Talk To Her.pdf
_movie And Tv,Various Artists - Film Music For Solo Piano (2),23,Alberto Iglesias - Alicia Vive From Talk To Her.pdf
_movie And Tv,Various Artists - Frozen - Let It Go (movie Version),1,Kristen Anderson-lopez And Robert Lopez - Let It Go (movie Version).pdf
_movie And Tv,Various Artists - High School Musical 1,2,Randy Petersen And Kevin Quinn - Bop To The Top.pdf
_movie And Tv,Various Artists - High School Musical 2,13,"Adam Watts, Randy Dodd - Gotta Go My Own Way.pdf"
_movie And Tv,Various Artists - Little Mermaid,1,"Lyrics By Howard Ashman, Music By Alan Menken - Fathoms Below.pdf"
_movie And Tv,Various Artists - Love Songs From The Movies,33,A Beautiful Mind Charlotte Church - All Love Can Be.pdf
_movie And Tv,Various Artists - Movie Fakebook,392,(a Cowboy Legend) From Riders In The Sky - (ghost) Riders In The Sky.pdf
_movie And Tv,Various Artists - Movie Love Songs [book],16,Andrew Lloyd Webber - You Must Love Me.pdf
_movie And Tv,Various Artists - Movie Melodies - The Very Best Of Movie Songs,21,"From -007, Live And Let Die- - Live And Let Die.pdf"
_movie And Tv,Various Artists - Movie Songs Of The 90s Vol 2,40,Al Green And Mabon Hodges - Take Me To The River.pdf
_movie And Tv,Various Artists - Music From The Movies The Adventure Collection,26,(arthur's Fanfare - Promise Me) Composed By Jerry Goldsmith - Arthur's Fanfare - Promise Me.pdf
_movie And Tv,Various Artists - Music From The Movies The Animated Collection,29,(catbus) Composed By Joe Hisaishi - My Neighbour Totoro.pdf
_movie And Tv,Various Artists - Piano Solos Film Music - The Costume Drama Collection,28,(adele) Composed By Maurice Jarre - A Passage To India.pdf
_movie And Tv,Various Artists - Pirates Of The Caribbean At World's End,1,Hans Zimmer - At Wit's End.pdf
_movie And Tv,Various Artists - Shrek 1,13,Charles Reid And Craig Reid - I'm On My Way.pdf
_movie And Tv,Various Artists - Shrek 2,14,Butterfly Boucher - Changes.pdf
_movie And Tv,Various Artists - Shrek 3,14,"Andrew Stockdale, Chris Ross And Myiles Heskett - Joker & The Thief.pdf"
_movie And Tv,Various Artists - Star Trek (piano Solo),10,By Michael Giacchino - Does It Still Mcfly-.pdf
_movie And Tv,Various Artists - Star Trek - Complete Star Trek Theme Music,1,"(based On The Star Trek Logo And Imagery, This Appears To Be Sheet Music From The Soundtrack Or Score For A Star Trek Movie) - The Motion Picture.pdf"
_movie And Tv,Various Artists - Star Trek - Complete Theme Music (piano Solo),16,"(based On The Star Trek Logo And Imagery, This Appears To Be Sheet Music From The Soundtrack Or Score For A Star Trek Movie) - The Motion Picture.pdf"
_movie And Tv,Various Artists - Star Trek - Deep Space Nine,1,By Dennis Mccarthy - Star Trek Deep Space Nine.pdf
_movie And Tv,Various Artists - Star Trek - Enterprise,1,Diane Warren - Enterprise (where My Heart Will Take Me).pdf
_movie And Tv,Various Artists - Star Trek - First Contact,1,Jerry Goldsmith - Star Trek First Contact.pdf
_movie And Tv,Various Artists - Star Trek - Generations,1,Music By Dennis Mccarthy - Theme From The Paramount Motion Picture Star Trek- Generations.pdf
_movie And Tv,Various Artists - Star Trek - Insurrection,1,Jerry Goldsmith - Star Trek Insurrection.pdf
_movie And Tv,Various Artists - Star Trek - Star Trek,1,"Gene Roddenberry, Music By Alexander Courage - Star Trek.pdf"
_movie And Tv,Various Artists - Star Trek - Star Trek The Motion Picture,1,Music By Jerry Goldsmith - Theme From The Paramount Picture Star Trek- The Motion Picture.pdf
_movie And Tv,Various Artists - Star Trek - The Final Frontier,2,"From The Paramount Motion Picture Star Trek V- The Final Frontier, Words By John Bettis, Music By Jerry Goldsmith - The Moon's A Window To Heaven.pdf"
_movie And Tv,Various Artists - Star Trek - The Next Generation,2,"By Alexander Courage, Gene Roddenberry And Jerry Goldsmith - Star Trek- The Next Generation.pdf"
_movie And Tv,Various Artists - Star Trek - The Search For Spock,2,Music By James Horner - The Search For Spock.pdf
_movie And Tv,Various Artists - Star Trek - The Undiscovered Country,1,Music By Cliff Eidelman - Suite From The Paramount Motion Picture Star Trek Vi- The Undiscovered Country.pdf
_movie And Tv,Various Artists - Star Trek - The Voyage Home,1,Music By Alexander Courage And Leonard Rosenman - Theme From The Paramount Motion Picture Star Trek Iv- The Voyage Home.pdf
_movie And Tv,Various Artists - Star Trek - The Wrath Of Khan,2,Music By Alexander Courage And James Horner - Star Trek Ii- The Wrath Of Khan.pdf
_movie And Tv,Various Artists - Star Trek - Them From Search For Spock,1,James Horner - The Search For Spock.pdf
_movie And Tv,Various Artists - Star Trek - Voyager,1,Music By Jerry Goldsmith - Star Trek Voyager.pdf
_movie And Tv,Various Artists - The Big Book Of Movie Music,69,"(the Sheet Music Does Not Explicitly List An Artist Name, But It States -from The Paramount Picture Big Broadcast Of 1938- Which Suggests The Song Is From That 1938 Film.) - Thanks For The Memory.pdf"
_movie And Tv,Various Artists - The Simpsons - Simpsons Songbook,1,Music By Danny Elfman - Theme From -the Simpsons-.pdf
_movie And Tv,Various Artists - The Tv Fakebook,71,(from The Television Series) By Billy Goldenberg - Kojak.pdf
_movie And Tv,Various Artists - Top Movie Hits,10,August Rush - August Rush (piano Suite).pdf
_movie And Tv,Various Artists - Tv Detective - Themes For Solo Piano,32,(based On 'danse Macabre' By Camille Saint-saëns) Arranged By Lindsay Stewart - Jonathan Creek.pdf
_movie And Tv,Various Artists - Tv Fakebook 2nd Ed,106,(from Sesame Street Tv Show) - People In Your Neighborhood.pdf
_movie And Tv,Various Artists - Ultimate Tv Showstoppers,20,Brian Mcknight And Eyal Rose - Every Beat Of My Heart.pdf
_movie And Tv,Various Artists - Warner Bros 75th Anniversary,3,Arthur (1981) - Arthur's Theme (best That You Could Do).pdf
_movie And Tv,Various Artists - Wizard Of Oz [book],14,"E.y. Harburg (lyric By), Harold Arlen (music By) - Ding-dong! The Witch Is Dead.pdf"
s3:,,7,Billy Joel-Big Shot.pdf
