"Artist","BookName","SourcePath","HasProcessed","ProcessedFolder","SongCount"
"Dire Straits","Dire Straits - Money For Nothing [Guitar Book]","C:\Work\AWSMusic\SheetMusic\Dire Straits\books\Dire Straits - Money For Nothing [Guitar Book].pdf","True","Money For Nothing [guitar Book]","0"
"Don Henley","Don Henley - Actual Miles (Greatest Hits)","C:\Work\AWSMusic\SheetMusic\Don Henley\books\Don Henley - Actual Miles (Greatest Hits).pdf","True","Actual Miles (greatest Hits)","1"
"Don Henley","Don Henley - The End Of The Innocence [PVG Book]","C:\Work\AWSMusic\SheetMusic\Don Henley\books\Don Henley - The End Of The Innocence [PVG Book].pdf","True","The End Of The Innocence [pvg Book]","0"
"Doobie Brothers","Doobie Brothers - Best Of [Band Score Jap]","C:\Work\AWSMusic\SheetMusic\Doobie Brothers\books\Doobie Brothers - Best Of [Band Score Jap].pdf","True","Best Of [band Score Jap]","0"
"Doobie Brothers","Doobie Brothers - Songs","C:\Work\AWSMusic\SheetMusic\Doobie Brothers\books\Doobie Brothers - Songs.pdf","True","Songs","9"
"Doors","Doors - Anthology","C:\Work\AWSMusic\SheetMusic\Doors\books\Doors - Anthology.pdf","True","Anthology","7"
"Doors","Doors - Songbook","C:\Work\AWSMusic\SheetMusic\Doors\books\Doors - Songbook.pdf","True","Songbook","6"
"Dr John","Dr John - New Orleans Piano Vol 2","C:\Work\AWSMusic\SheetMusic\Dr John\books\Dr John - New Orleans Piano Vol 2.pdf","True","New Orleans Piano Vol 2","3"
"Duran Duran","Duran Duran - Best Of [Score]","C:\Work\AWSMusic\SheetMusic\Duran Duran\books\Duran Duran - Best Of [Score].pdf","True","Best Of [score]","0"
"Duran Duran","Duran Duran - Decade [PVG Book]","C:\Work\AWSMusic\SheetMusic\Duran Duran\books\Duran Duran - Decade [PVG Book].pdf","True","Decade [pvg Book]","0"
"Duran Duran","Duran Duran - Seven & The Ragged Tiger [Jap Band Score]","C:\Work\AWSMusic\SheetMusic\Duran Duran\books\Duran Duran - Seven & The Ragged Tiger [Jap Band Score].pdf","True","Seven & The Ragged Tiger [jap Band Score]","0"
"Eagles","Eagles - Greatest Hits (1971-1975)","C:\Work\AWSMusic\SheetMusic\Eagles\books\Eagles - Greatest Hits (1971-1975).pdf","True","Greatest Hits (1971-1975)","10"
"Eagles","Eagles - Greatest Hits","C:\Work\AWSMusic\SheetMusic\Eagles\books\Eagles - Greatest Hits.pdf","True","Greatest Hits","10"
"Eagles","Eagles - Hotel California (Guitar Songbook)","C:\Work\AWSMusic\SheetMusic\Eagles\books\Eagles - Hotel California (Guitar Songbook).pdf","True","Hotel California (guitar Songbook)","1"
"Eagles","Eagles - Made Easy For Guitar","C:\Work\AWSMusic\SheetMusic\Eagles\books\Eagles - Made Easy For Guitar.pdf","True","Made Easy For Guitar","6"
"Eagles","Eagles - New Eagles Complete","C:\Work\AWSMusic\SheetMusic\Eagles\books\Eagles - New Eagles Complete.pdf","True","New Eagles Complete","67"
"Eagles","Eagles - The Best Of The Eagles - Songbook","C:\Work\AWSMusic\SheetMusic\Eagles\books\Eagles - The Best Of The Eagles - Songbook.pdf","True","The Best Of The Eagles - Songbook","12"
"ELO","ELO - A New World Record","C:\Work\AWSMusic\SheetMusic\ELO\books\ELO - A New World Record.pdf","True","A New World Record","7"
"ELO","ELO - Anthology [PVG]","C:\Work\AWSMusic\SheetMusic\ELO\books\ELO - Anthology [PVG].pdf","True","Anthology [pvg]","0"
"ELO","ELO - Discovery [PVG Book]","C:\Work\AWSMusic\SheetMusic\ELO\books\ELO - Discovery [PVG Book].pdf","True","Discovery [pvg Book]","0"
"ELO","ELO - Face The Music [PVG Bok]","C:\Work\AWSMusic\SheetMusic\ELO\books\ELO - Face The Music [PVG Bok].pdf","True","Face The Music [pvg Bok]","0"
"ELO","ELO - Greatest Hits","C:\Work\AWSMusic\SheetMusic\ELO\books\ELO - Greatest Hits.pdf","True","Greatest Hits","1"
"ELO","ELO - Out Of The Blue [Book]","C:\Work\AWSMusic\SheetMusic\ELO\books\ELO - Out Of The Blue [Book].pdf","True","Out Of The Blue [book]","0"
"ELO","Elton John - The Elton John Collection [Piano Solos]","C:\Work\AWSMusic\SheetMusic\ELO\books\Elton John - The Elton John Collection [Piano Solos].pdf","True","Elton John - The Elton John Collection [piano Solos]","0"
"Elton John","Elton John - A Single Man","C:\Work\AWSMusic\SheetMusic\Elton John\books\Elton John - A Single Man.pdf","True","A Single Man","10"
"Elton John","Elton John - Captain Fantastic","C:\Work\AWSMusic\SheetMusic\Elton John\books\Elton John - Captain Fantastic.pdf","True","Captain Fantastic","1"
"Elton John","Elton John - Goodbye Yellow Brick Road","C:\Work\AWSMusic\SheetMusic\Elton John\books\Elton John - Goodbye Yellow Brick Road.pdf","True","Goodbye Yellow Brick Road","1"
"Elton John","Elton John - Greatest Hits 1970-2002","C:\Work\AWSMusic\SheetMusic\Elton John\books\Elton John - Greatest Hits 1970-2002.pdf","True","Greatest Hits 1970-2002","30"
"Elton John","Elton John - Ice On Fire","C:\Work\AWSMusic\SheetMusic\Elton John\books\Elton John - Ice On Fire.pdf","True","Ice On Fire","12"
"Elton John","Elton John - Made In England","C:\Work\AWSMusic\SheetMusic\Elton John\books\Elton John - Made In England.pdf","True","Made In England","11"
"Elton John","Elton John - Peachtree Road","C:\Work\AWSMusic\SheetMusic\Elton John\books\Elton John - Peachtree Road.pdf","True","Peachtree Road","10"
"Elton John","Elton John - Reg Strikes Back","C:\Work\AWSMusic\SheetMusic\Elton John\books\Elton John - Reg Strikes Back.pdf","True","Reg Strikes Back","9"
"Elton John","Elton John - Sleeping With The Past","C:\Work\AWSMusic\SheetMusic\Elton John\books\Elton John - Sleeping With The Past.pdf","True","Sleeping With The Past","1"
"Elton John","Elton John - Songs From The West Coast","C:\Work\AWSMusic\SheetMusic\Elton John\books\Elton John - Songs From The West Coast.pdf","True","Songs From The West Coast","1"
"Elton John","Elton John - The Big Picture","C:\Work\AWSMusic\SheetMusic\Elton John\books\Elton John - The Big Picture.pdf","True","The Big Picture","1"
"Elton John","Elton John - The One","C:\Work\AWSMusic\SheetMusic\Elton John\books\Elton John - The One.pdf","True","The One","1"
"Elton John","Elton John - The Ultimate Collection Vol. 1","C:\Work\AWSMusic\SheetMusic\Elton John\books\Elton John - The Ultimate Collection Vol. 1.pdf","True","The Ultimate Collection Vol. 1","59"
"Elton John","Elton John - The Ultimate Collection Vol. 2","C:\Work\AWSMusic\SheetMusic\Elton John\books\Elton John - The Ultimate Collection Vol. 2.pdf","True","The Ultimate Collection Vol. 2","29"
"Elton John","Elton John - The Very Best Of","C:\Work\AWSMusic\SheetMusic\Elton John\books\Elton John - The Very Best Of.pdf","True","The Very Best Of","1"
"Elton John","Elton John - Too Low For Zero [Book]","C:\Work\AWSMusic\SheetMusic\Elton John\books\Elton John - Too Low For Zero [Book].pdf","True","Too Low For Zero [book]","0"
"Elvis Costello","Elvis Costello - The Very Best Of","C:\Work\AWSMusic\SheetMusic\Elvis Costello\books\Elvis Costello - The Very Best Of.pdf","True","The Very Best Of","42"
"Elvis Presley","Elvis Presley - The Compleat [PVG Book]","C:\Work\AWSMusic\SheetMusic\Elvis Presley\books\Elvis Presley - The Compleat [PVG Book].pdf","False","","0"
"Emerson Lake and Palmer","Emerson Lake and Palmer - Black Book","C:\Work\AWSMusic\SheetMusic\Emerson Lake and Palmer\books\Emerson Lake and Palmer - Black Book.pdf","True","Black Book","2"
"Emerson Lake and Palmer","Emerson Lake and Palmer - Greatest Hits","C:\Work\AWSMusic\SheetMusic\Emerson Lake and Palmer\books\Emerson Lake and Palmer - Greatest Hits.pdf","True","Greatest Hits","10"
"Emerson Lake and Palmer","Emerson Lake and Palmer - Tarkus [Book]","C:\Work\AWSMusic\SheetMusic\Emerson Lake and Palmer\books\Emerson Lake and Palmer - Tarkus [Book].pdf","True","Tarkus [book]","0"
"Emerson Lake and Palmer","Emerson Lake and Palmer - Trilogy [Book]","C:\Work\AWSMusic\SheetMusic\Emerson Lake and Palmer\books\Emerson Lake and Palmer - Trilogy [Book].pdf","True","Trilogy [book]","0"
"Eric Clapton","Eric Clapton - Derek and the Dominos [Book]","C:\Work\AWSMusic\SheetMusic\Eric Clapton\books\Eric Clapton - Derek and the Dominos [Book].pdf","True","Derek And The Dominos [book]","0"
"Eric Clapton","Eric Clapton - The Best of Book","C:\Work\AWSMusic\SheetMusic\Eric Clapton\books\Eric Clapton - The Best of Book.pdf","True","The Best Of Book","10"
"Eric Clapton","Eric Clapton - The Cream of Clapton","C:\Work\AWSMusic\SheetMusic\Eric Clapton\books\Eric Clapton - The Cream of Clapton.pdf","False","","0"
"Eric Clapton","Eric Clapton - Unplugged [Book]","C:\Work\AWSMusic\SheetMusic\Eric Clapton\books\Eric Clapton - Unplugged [Book].pdf","True","Unplugged [book]","0"
"Fleetwood Mac","Fleetwood Mac - Anthology","C:\Work\AWSMusic\SheetMusic\Fleetwood Mac\books\Fleetwood Mac - Anthology.pdf","True","Anthology","27"
"Fleetwood Mac","Fleetwood Mac - Deluxe Anthology","C:\Work\AWSMusic\SheetMusic\Fleetwood Mac\books\Fleetwood Mac - Deluxe Anthology.pdf","True","Deluxe Anthology","42"
"Fleetwood Mac","Fleetwood Mac - Fleetwood Mac + Heroes Are Hard To Find","C:\Work\AWSMusic\SheetMusic\Fleetwood Mac\books\Fleetwood Mac - Fleetwood Mac + Heroes Are Hard To Find.pdf","True","Fleetwood Mac + Heroes Are Hard To Find","15"
"Fleetwood Mac","Fleetwood Mac - Mirage","C:\Work\AWSMusic\SheetMusic\Fleetwood Mac\books\Fleetwood Mac - Mirage.pdf","True","Mirage","12"
"Fleetwood Mac","Fleetwood Mac - Rumours","C:\Work\AWSMusic\SheetMusic\Fleetwood Mac\books\Fleetwood Mac - Rumours.pdf","True","Rumours","11"
"Fleetwood Mac","Fleetwood Mac - Tango In The Night","C:\Work\AWSMusic\SheetMusic\Fleetwood Mac\books\Fleetwood Mac - Tango In The Night.pdf","True","Tango In The Night","12"
"Fleetwood Mac","Fleetwood Mac - The Dance","C:\Work\AWSMusic\SheetMusic\Fleetwood Mac\books\Fleetwood Mac - The Dance.pdf","True","The Dance","13"
"Frank Zappa","Frank Zappa - Hot Rats","C:\Work\AWSMusic\SheetMusic\Frank Zappa\books\Frank Zappa - Hot Rats.pdf","False","","0"
"Frank Zappa","Frank Zappa - Songbook Vol 1","C:\Work\AWSMusic\SheetMusic\Frank Zappa\books\Frank Zappa - Songbook Vol 1.pdf","True","Songbook Vol 1","17"
"Frank Zappa","Frank Zappa - The Frank Zappa Guitar Book (transcriptions by Steve Vai)","C:\Work\AWSMusic\SheetMusic\Frank Zappa\books\Frank Zappa - The Frank Zappa Guitar Book (transcriptions by Steve Vai).pdf","True","The Frank Zappa Guitar Book (transcriptions By Steve Vai)","12"
"Fray","Fray - How To Save A Life [Book]","C:\Work\AWSMusic\SheetMusic\Fray\books\Fray - How To Save A Life [Book].pdf","True","How To Save A Life [book]","0"
"Garth Brooks","Garth Brooks - No Fences [Guitar Tab]","C:\Work\AWSMusic\SheetMusic\Garth Brooks\books\Garth Brooks - No Fences [Guitar Tab].pdf","True","No Fences [guitar Tab]","0"
"Garth Brooks","Garth Brooks - The Hits [Guitar Tab]","C:\Work\AWSMusic\SheetMusic\Garth Brooks\books\Garth Brooks - The Hits [Guitar Tab].pdf","True","The Hits [guitar Tab]","0"
"Garth Brooks","Garth Brooks - The Limited Series","C:\Work\AWSMusic\SheetMusic\Garth Brooks\books\Garth Brooks - The Limited Series.pdf","True","The Limited Series","21"
"Genesis","Genesis - A Trick Of The Tail [Book]","C:\Work\AWSMusic\SheetMusic\Genesis\books\Genesis - A Trick Of The Tail [Book].pdf","True","A Trick Of The Tail [book]","0"
"Genesis","Genesis - Anthology","C:\Work\AWSMusic\SheetMusic\Genesis\books\Genesis - Anthology.pdf","True","Anthology","44"
"Genesis","Genesis - Best Of Vol 1","C:\Work\AWSMusic\SheetMusic\Genesis\books\Genesis - Best Of Vol 1.pdf","True","Best Of Vol 1","10"
"Genesis","Genesis - Invisible Touch [Book]","C:\Work\AWSMusic\SheetMusic\Genesis\books\Genesis - Invisible Touch [Book].pdf","True","Invisible Touch [book]","0"
"Genesis","Genesis - Rock Score","C:\Work\AWSMusic\SheetMusic\Genesis\books\Genesis - Rock Score.pdf","True","Rock Score","4"
"Genesis","Genesis - Seconds Out","C:\Work\AWSMusic\SheetMusic\Genesis\books\Genesis - Seconds Out.pdf","True","Seconds Out","8"
"Genesis","Genesis - Selling England by the Pound","C:\Work\AWSMusic\SheetMusic\Genesis\books\Genesis - Selling England by the Pound.pdf","True","Selling England By The Pound","7"
"George Michael","George Michael - Greatest Hits","C:\Work\AWSMusic\SheetMusic\George Michael\books\George Michael - Greatest Hits.pdf","True","Greatest Hits","29"
"George Michael","George Michael - Older [Book] ","C:\Work\AWSMusic\SheetMusic\George Michael\books\George Michael - Older [Book] .pdf","True","Older [book]","0"
"Grand Funk Railroad","Grand Funk - Closer To Home [PVG Book]","C:\Work\AWSMusic\SheetMusic\Grand Funk Railroad\books\Grand Funk - Closer To Home [PVG Book].pdf","True","Grand Funk - Closer To Home [pvg Book]","0"
"Grand Funk Railroad","Grand Funk - We're An American Band [PVG Book]","C:\Work\AWSMusic\SheetMusic\Grand Funk Railroad\books\Grand Funk - We're An American Band [PVG Book].pdf","True","Grand Funk - We're An American Band [pvg Book]","0"
"Grand Funk Railroad","Grand Funk Railroad - Born To Die [PVG Book]","C:\Work\AWSMusic\SheetMusic\Grand Funk Railroad\books\Grand Funk Railroad - Born To Die [PVG Book].pdf","True","Born To Die [pvg Book]","0"
"Grand Funk Railroad","Grand Funk Railroad - Hits From We're An American Band, Shinin' On, Phoenix [PVG]","C:\Work\AWSMusic\SheetMusic\Grand Funk Railroad\books\Grand Funk Railroad - Hits From We're An American Band, Shinin' On, Phoenix [PVG].pdf","True","Hits From We're An American Band, Shinin' On, Phoenix [pvg]","0"
"Harry Chapin","Harry Chapin - The Authentic Guitar Style Of [Guitar Tab]","C:\Work\AWSMusic\SheetMusic\Harry Chapin\books\Harry Chapin - The Authentic Guitar Style Of [Guitar Tab].pdf","True","The Authentic Guitar Style Of [guitar Tab]","0"
"Henri Mancini","Henry Mancini - A Merry Mancini Christmas","C:\Work\AWSMusic\SheetMusic\Henri Mancini\books\Henry Mancini - A Merry Mancini Christmas.pdf","True","Henry Mancini - A Merry Mancini Christmas","13"
"Herman's Hermits","Herman's Hermits -  Collection","C:\Work\AWSMusic\SheetMusic\Herman's Hermits\books\Herman's Hermits -  Collection.pdf","True","Collection","8"
"Jackson Browne","Jackson Browne - Deluxe Anthology","C:\Work\AWSMusic\SheetMusic\Jackson Browne\books\Jackson Browne - Deluxe Anthology.pdf","True","Deluxe Anthology","39"
"James Blunt","James Blunt - All The Lost Souls [Book]","C:\Work\AWSMusic\SheetMusic\James Blunt\books\James Blunt - All The Lost Souls [Book].pdf","True","All The Lost Souls [book]","0"
"James Blunt","James Blunt - Back to Bedlam [Book]","C:\Work\AWSMusic\SheetMusic\James Blunt\books\James Blunt - Back to Bedlam [Book].pdf","True","Back To Bedlam [book]","0"
"James Taylor","James Taylor - Classic [Guitar]","C:\Work\AWSMusic\SheetMusic\James Taylor\books\James Taylor - Classic [Guitar].pdf","True","Classic [guitar]","0"
"James Taylor","James Taylor - Classics (guitar tab)","C:\Work\AWSMusic\SheetMusic\James Taylor\books\James Taylor - Classics (guitar tab).pdf","True","Classics (guitar Tab)","15"
"James Taylor","James Taylor - Guitar Songbook","C:\Work\AWSMusic\SheetMusic\James Taylor\books\James Taylor - Guitar Songbook.pdf","True","Guitar Songbook","24"
"James Taylor","James Taylor - James Taylor Songbook","C:\Work\AWSMusic\SheetMusic\James Taylor\books\James Taylor - James Taylor Songbook.pdf","True","James Taylor Songbook","24"
"James Taylor","James Taylor - James Taylor [PVG Book]","C:\Work\AWSMusic\SheetMusic\James Taylor\books\James Taylor - James Taylor [PVG Book].pdf","True","James Taylor [pvg Book]","0"
"James Taylor","James Taylor - That's Why I'm Here [PVG Book]","C:\Work\AWSMusic\SheetMusic\James Taylor\books\James Taylor - That's Why I'm Here [PVG Book].pdf","True","That's Why I'm Here [pvg Book]","0"
"Jim Croce","Jim Croce - Acoustic Fingerstyle Video Guitar Lessons","C:\Work\AWSMusic\SheetMusic\Jim Croce\books\Jim Croce - Acoustic Fingerstyle Video Guitar Lessons.pdf","True","Acoustic Fingerstyle Video Guitar Lessons","1"
"Jimmy Buffet","Jimmy Buffett - Barometer Soup [PVG Book]","C:\Work\AWSMusic\SheetMusic\Jimmy Buffet\books\Jimmy Buffett - Barometer Soup [PVG Book].pdf","True","Jimmy Buffett - Barometer Soup [pvg Book]","0"
"Jimmy Buffet","Jimmy Buffett - Fruitcakes [PVG Book]","C:\Work\AWSMusic\SheetMusic\Jimmy Buffet\books\Jimmy Buffett - Fruitcakes [PVG Book].pdf","True","Jimmy Buffett - Fruitcakes [pvg Book]","0"
"Joe Cocker","Joe Cocker - Best Of","C:\Work\AWSMusic\SheetMusic\Joe Cocker\books\Joe Cocker - Best Of.pdf","True","Best Of","16"
"Joe Cocker","Joe Cocker - Mad Dogs And Englishmen [Book]","C:\Work\AWSMusic\SheetMusic\Joe Cocker\books\Joe Cocker - Mad Dogs And Englishmen [Book].pdf","True","Mad Dogs And Englishmen [book]","0"
"Joe Cocker","Joe Cocker - Songbook","C:\Work\AWSMusic\SheetMusic\Joe Cocker\books\Joe Cocker - Songbook.pdf","True","Songbook","1"
"John Denver","John Denver - Anthology [PVG]","C:\Work\AWSMusic\SheetMusic\John Denver\books\John Denver - Anthology [PVG].pdf","True","Anthology [pvg]","0"
"John Denver","John Denver - Anthology","C:\Work\AWSMusic\SheetMusic\John Denver\books\John Denver - Anthology.pdf","True","Anthology","53"
"John Denver","John Denver - Back Home Again","C:\Work\AWSMusic\SheetMusic\John Denver\books\John Denver - Back Home Again.pdf","False","","0"
"John Denver","John Denver - Best Of [Easy Piano]","C:\Work\AWSMusic\SheetMusic\John Denver\books\John Denver - Best Of [Easy Piano].pdf","True","Best Of [easy Piano]","0"
"John Denver","John Denver - I Want To Live [PVG Book]","C:\Work\AWSMusic\SheetMusic\John Denver\books\John Denver - I Want To Live [PVG Book].pdf","True","I Want To Live [pvg Book]","0"
"John Denver","John Denver - The Authentic Guitar Style Of.","C:\Work\AWSMusic\SheetMusic\John Denver\books\John Denver - The Authentic Guitar Style Of..pdf","True","The Authentic Guitar Style Of","12"
"John Lennon","John Lennon - Collection","C:\Work\AWSMusic\SheetMusic\John Lennon\books\John Lennon - Collection.pdf","True","Collection","3"
"John Lennon","John Lennon - Greatest Hits","C:\Work\AWSMusic\SheetMusic\John Lennon\books\John Lennon - Greatest Hits.pdf","True","Greatest Hits","15"
"Joni Mitchell","Joni Mitchell - The Best Of [PVG]","C:\Work\AWSMusic\SheetMusic\Joni Mitchell\books\Joni Mitchell - The Best Of [PVG].pdf","True","The Best Of [pvg]","0"
"Joni Mitchell","Joni Mitchell Songbook Complete Vol1 1966-1970","C:\Work\AWSMusic\SheetMusic\Joni Mitchell\books\Joni Mitchell Songbook Complete Vol1 1966-1970.pdf","True","Joni Mitchell Songbook Complete Vol1 1966-1970","28"
"Journey","Journey - Complete Songbook","C:\Work\AWSMusic\SheetMusic\Journey\books\Journey - Complete Songbook.pdf","True","Complete Songbook","68"
"Journey","Journey - Complete","C:\Work\AWSMusic\SheetMusic\Journey\books\Journey - Complete.pdf","True","Complete","68"
"Journey","Journey - Frontiers [Jap Band Score]","C:\Work\AWSMusic\SheetMusic\Journey\books\Journey - Frontiers [Jap Band Score].pdf","True","Frontiers [jap Band Score]","0"
"Journey","Journey - Greatest Hits (Book)","C:\Work\AWSMusic\SheetMusic\Journey\books\Journey - Greatest Hits (Book).pdf","True","Greatest Hits (book)","5"
"Journey","Journey - Greatest Hits","C:\Work\AWSMusic\SheetMusic\Journey\books\Journey - Greatest Hits.pdf","True","Greatest Hits","6"
"Journey","Journey - Superbest [Jap Band Score]","C:\Work\AWSMusic\SheetMusic\Journey\books\Journey - Superbest [Jap Band Score].pdf","True","Superbest [jap Band Score]","0"
"Journey","Journey - The Guitar Collection","C:\Work\AWSMusic\SheetMusic\Journey\books\Journey - The Guitar Collection.pdf","True","The Guitar Collection","16"
"Judy Garland","Judy Garland - Songbook","C:\Work\AWSMusic\SheetMusic\Judy Garland\books\Judy Garland - Songbook.pdf","True","Songbook","13"
"Katy Perry","Katy Perry - One Of The Boys [PVG Book]","C:\Work\AWSMusic\SheetMusic\Katy Perry\books\Katy Perry - One Of The Boys [PVG Book].pdf","True","One Of The Boys [pvg Book]","0"
"Kelly Clarkson","Kelly Clarkson - Breakaway (Book)","C:\Work\AWSMusic\SheetMusic\Kelly Clarkson\books\Kelly Clarkson - Breakaway (Book).pdf","True","Breakaway (book)","2"
"Kenny Rogers","Kenny Rogers - Love or Something Like It [Book]","C:\Work\AWSMusic\SheetMusic\Kenny Rogers\books\Kenny Rogers - Love or Something Like It [Book].pdf","True","Love Or Something Like It [book]","0"
"Kinks","Kinks - Best Of The Kinks [Score]","C:\Work\AWSMusic\SheetMusic\Kinks\books\Kinks - Best Of The Kinks [Score].pdf","True","Best Of The Kinks [score]","0"
"Kinks","Kinks - Best Of [Score]","C:\Work\AWSMusic\SheetMusic\Kinks\books\Kinks - Best Of [Score].pdf","True","Best Of [score]","0"
"Kinks","Kinks - Great Songs of Kinks","C:\Work\AWSMusic\SheetMusic\Kinks\books\Kinks - Great Songs of Kinks.pdf","True","Great Songs Of Kinks","8"
"Kinks","Kinks - Guitar Legends [Guitar]","C:\Work\AWSMusic\SheetMusic\Kinks\books\Kinks - Guitar Legends [Guitar].pdf","True","Guitar Legends [guitar]","0"
"Kinks","Kinks - Guitar Legends [Tab]","C:\Work\AWSMusic\SheetMusic\Kinks\books\Kinks - Guitar Legends [Tab].pdf","True","Guitar Legends [tab]","0"
"Kinks","Kinks - Jam With The Kinks [Tab]","C:\Work\AWSMusic\SheetMusic\Kinks\books\Kinks - Jam With The Kinks [Tab].pdf","True","Jam With The Kinks [tab]","0"
"Led Zepplin","Led Zeppelin - Led Zeppelin II","C:\Work\AWSMusic\SheetMusic\Led Zepplin\books\Led Zeppelin - Led Zeppelin II.pdf","True","Led Zeppelin - Led Zeppelin Ii","1"
"Led Zepplin","Led Zeppelin - Over The Hills And Far Away [PVG]","C:\Work\AWSMusic\SheetMusic\Led Zepplin\books\Led Zeppelin - Over The Hills And Far Away [PVG].pdf","True","Led Zeppelin - Over The Hills And Far Away [pvg]","0"
"Lynyrd Skynyrd","Lynyrd Skynyrd - The New Best Of [Guitar Tab]","C:\Work\AWSMusic\SheetMusic\Lynyrd Skynyrd\books\Lynyrd Skynyrd - The New Best Of [Guitar Tab].pdf","True","The New Best Of [guitar Tab]","0"
